EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,CITY,COUNTRY_CODE,SKED_SEQ_NO,MONTH,DAY,HOUR
2025/02/20,1241.21,H,CA,CN43,ANAHEIM,US,1,ALL,MON-FRI,0700-2100
2025/02/20,1241.22,H,CA,CL73,ANAHEIM,US,1,UNATNDD,,
2025/02/20,1242.1,A,CA,53CL,ANCHOR BAY,US,1,UNATNDD,,
2025/02/20,1244.13,H,CA,16CL,ANGELS CAMP,US,1,IREG,,
2025/02/20,1244.8,A,CA,2O3,ANGWIN,US,1,ALL,SUN-FRI,0800-1700
2025/02/20,1247.6,A,CA,54CL,ANZA,US,1,IREG,ALL,DALGT
2025/02/20,1248.1,A,CA,APV,APPLE VALLEY,US,2,ALL,ALL,0800-1700
2025/02/20,1248.11,A,CA,27CA,APPLE VALLEY,US,1,ALL,ALL,ALL
2025/02/20,1248.12,H,CA,79CA,APPLE VALLEY,US,1,UNATNDD,,
2025/02/20,1250.1,A,CA,55CL,ARBUCKLE,US,1,ALL,MON-FRI,0700-1900
2025/02/20,1255.1,A,CA,ACV,ARCATA/EUREKA,US,1,ALL,ALL,0400-2359
2025/02/20,1266.1,A,CA,5CL8,ARVIN,US,1,UNATNDD,,
2025/02/20,1272.4,A,CA,5CL9,AUBERRY,US,1,UNATNDD,,
2025/02/20,1272.51,H,CA,CL91,AUBERRY,US,1,UNATNDD,,
2025/02/20,1273.0,A,CA,AUN,AUBURN,US,1,ALL,ALL,0800-1800
2025/02/20,1273.1,H,CA,8CA2,AUBURN,US,1,ALL,ALL,ALL
2025/02/20,1276.0,A,CA,AVX,AVALON,US,1,ALL,ALL,0800-1700
2025/02/20,1276.2,C,CA,L11,AVALON,US,1,ALL,ALL,DALGT
2025/02/20,1280.0,G,CA,CA69,AVENAL,US,1,ALL,ALL,ALL
2025/02/20,1283.05,H,CA,1CN6,AZUSA,US,1,UNATNDD,,
2025/02/20,1283.06,H,CA,CA48,AZUSA,US,1,UNATNDD,,
2025/02/20,1286.1,A,CA,0O2,BAKER,US,1,UNATNDD,,
2025/02/20,1289.1,A,CA,L45,BAKERSFIELD,US,1,ALL,ALL,0700-1700
2025/02/20,1289.4,H,CA,28CN,BAKERSFIELD,US,1,ALL,ALL,ALL
2025/02/20,1289.41,H,CA,CL61,BAKERSFIELD,US,1,UNATNDD,,
2025/02/20,1289.42,H,CA,CL60,BAKERSFIELD,US,1,ALL,ALL,ALL
2025/02/20,1289.5,A,CA,81CA,BAKERSFIELD,US,1,ALL,FRI-SUN,0800-DUSK
2025/02/20,1291.0,A,CA,BFL,BAKERSFIELD,US,1,ALL,ALL,ALL
2025/02/20,1291.1,A,CA,7CA2,BAKERSFIELD,US,1,UNATNDD,,
2025/02/20,1293.0,H,CA,7CA5,BALCH CAMP,US,1,UNATNDD,,
2025/02/20,1297.0,A,CA,BNG,BANNING,US,1,ALL,MON-FRI,0900-1530
2025/02/20,1297.1,H,CA,60CN,BANNING,US,1,UNATNDD,,
2025/02/20,1299.8,A,CA,5CA4,BARSTOW,US,1,UNATNDD,,
2025/02/20,1299.84,H,CA,CL17,BARSTOW,US,1,ALL,ALL,ALL
2025/02/20,1299.85,H,CA,5CA2,BARSTOW,US,1,UNATNDD,,
2025/02/20,1299.86,H,CA,9CA1,BARSTOW,US,1,UNATNDD,,
2025/02/20,1299.87,A,CA,00CA,BARSTOW,US,1,UNATNDD,,
2025/02/20,1299.88,H,CA,30CN,BARSTOW,US,1,UNATNDD,,
2025/02/20,1303.0,A,CA,73CA,BEAR VALLEY,US,1,UNATNDD,,
2025/02/20,1307.0,A,CA,O02,BECKWOURTH,US,1,ALL,ALL,0800-1900
2025/02/20,1309.6,H,CA,CN26,BELDEN,US,1,ALL,MON-THURS,0700-1730
2025/02/20,1318.0,A,CA,O55,BIEBER,US,1,UNATNDD,,
2025/02/20,1323.0,A,CA,L35,BIG BEAR CITY,US,1,ALL,ALL,0800-1700
2025/02/20,1323.5,H,CA,CN45,BIG BEAR LAKE,US,1,UNATNDD,,
2025/02/20,1324.0,H,CA,CN28,BIG CREEK,US,1,UNATNDD,,
2025/02/20,1324.23,A,CA,00CL,BIGGS,US,1,ALL,ALL,8:00-5:00
2025/02/20,1324.5,A,CA,CL23,BIGGS,US,1,ALL,ALL,ALL
2025/02/20,1327.0,A,CA,BIH,BISHOP,US,1,ALL,ALL,0800-1700
2025/02/20,1327.02,H,CA,4CL7,BISHOP,US,1,UNATNDD,,
2025/02/20,1327.03,A,NV,9CA6,DYER,US,1,UNATNDD,,
2025/02/20,1335.1,A,CA,56CL,BLYTHE,US,1,ALL,ALL,DALGT
2025/02/20,1335.11,H,CA,20CA,BLYTHE,US,1,ALL,ALL,DALGT
2025/02/20,1335.2,H,CA,80CL,BLYTHE,US,1,UNATNDD,,
2025/02/20,1336.0,A,CA,BLH,BLYTHE,US,1,APR-OCT,ALL,0700-1600
2025/02/20,1336.0,A,CA,BLH,BLYTHE,US,2,NOV-MAR,ALL,0800-1700
2025/02/20,1340.25,A,CA,D83,BOONVILLE,US,1,UNATNDD,,
2025/02/20,1340.281,A,CA,57CL,BORON,US,1,UNATNDD,,
2025/02/20,1340.3,A,CA,L08,BORREGO SPRINGS,US,1,ALL,ALL,0800-1600
2025/02/20,1340.35,A,CA,58CL,BORREGO SPRINGS,US,1,UNATNDD,,
2025/02/20,1340.36,H,CA,43CA,BORREGO SPRINGS,US,1,UNATNDD,,
2025/02/20,1342.0,A,CA,BWC,BRAWLEY,US,1,UNATNDD,,
2025/02/20,1342.1,H,CA,9CA2,BRAWLEY,US,1,ALL,ALL,ALL
2025/02/20,1344.2,A,CA,4CA2,BRENTWOOD,US,1,ALL,ALL,DALGT
2025/02/20,1346.0,A,CA,O57,BRIDGEPORT,US,1,UNATNDD,,
2025/02/20,1346.13,H,CA,7CL4,BRIDGEPORT,US,1,UNATNDD,,
2025/02/20,1348.0,A,CA,2CL1,BROWNSVILLE,US,1,UNATNDD,,
2025/02/20,1349.5,A,CA,60CL,BRYTE,US,1,UNATNDD,,
2025/02/20,1353.0,A,CA,BUR,BURBANK,US,1,ALL,ALL,ALL
2025/02/20,1353.01,H,CA,CA95,BURBANK,US,1,ALL,ALL,ALL
2025/02/20,1354.6,H,CA,CA01,BURNEY,US,1,ALL,ALL,0800-1600
2025/02/20,1354.61,H,CA,34CL,BURNEY,US,1,ALL,MON-FRI,0800-1700
2025/02/20,1356.1,A,CA,L62,BUTTONWILLOW,US,1,UNATNDD,,
2025/02/20,1356.5,A,CA,C83,BYRON,US,1,ALL,ALL,0700-1400
2025/02/20,1356.7,A,CA,CA90,CADIZ,US,1,UNATNDD,,
2025/02/20,1356.85,H,CA,CL62,CALABASAS,US,1,UNATNDD,,
2025/02/20,1356.86,H,CA,05CA,CALABASAS,US,1,ALL,ALL,ALL
2025/02/20,1358.0,A,CA,CXL,CALEXICO,US,1,ALL,ALL,0800-1700
2025/02/20,1358.1,H,CA,CN90,CALEXICO,US,1,UNATNDD,,
2025/02/20,1359.2,A,CA,62CL,CALIENTE,US,1,UNATNDD,,
2025/02/20,1360.0,A,CA,L71,CALIFORNIA CITY,US,1,ALL,ALL,0800-1700
2025/02/20,1363.0,A,CA,CLR,CALIPATRIA,US,1,UNATNDD,,
2025/02/20,1363.01,H,CA,CN70,CALIPATRIA,US,1,UNATNDD,,
2025/02/20,1369.1,A,CA,CMA,CAMARILLO,US,1,ALL,ALL,0700-2300
2025/02/20,1369.41,A,CA,66CA,CAMBRIA,US,1,UNATNDD,,
2025/02/20,1369.8,A,CA,O61,CAMERON PARK,US,1,ALL,MON-FRI,0800-1700
2025/02/20,1370.05,H,CA,SYL,CAMP ROBERTS/SAN MIGUEL,US,1,ALL,MON-FRI,0830-2330
2025/02/20,1370.06,A,CA,CA62,CAMP ROBERTS,US,1,UNATNDD,,
2025/02/20,1374.1,H,CA,CN27,CANOGA PARK,US,1,UNATNDD,,
2025/02/20,1375.0,A,CA,63CL,CAPAY,US,1,UNATNDD,,
2025/02/20,1376.1,A,CA,CRQ,CARLSBAD,US,1,ALL,ALL,0700-2200
2025/02/20,1377.4,H,CA,4CL5,CARMICHAEL,US,1,ALL,ALL,ALL
2025/02/20,1378.01,H,CA,33CN,CARPINTERIA,US,1,UNATNDD,,
2025/02/20,1378.02,H,CA,8CA7,CARPINTERIA,US,1,UNATNDD,,
2025/02/20,1378.03,H,CA,49CA,CARPINTERIA,US,1,ALL,ALL,ALL
2025/02/20,1379.0,A,CA,64CL,CARSON,US,1,IREG,,
2025/02/20,1379.01,H,CA,7L1,CARSON,US,1,ALL,ALL,ALL
2025/02/20,1379.4,A,CA,65CL,CARUTHERS,US,1,UNATNDD,,
2025/02/20,1379.9,H,CA,CL63,CASTAIC,US,1,UNATNDD,,
2025/02/20,1379.99,H,CA,0CA1,CASTRO VALLEY,US,2,ALL,ALL,ALL
2025/02/20,1381.11,H,CA,39CA,CATHEDRAL CITY,US,1,UNATNDD,,
2025/02/20,1388.0,H,CA,CL89,CHATSWORTH,US,1,ALL,ALL,ALL
2025/02/20,1388.01,H,CA,CL26,CHATSWORTH,US,1,UNATNDD,,
2025/02/20,1390.0,A,CA,49X,CHEMEHUEVI VALLEY,US,1,UNATNDD,,
2025/02/20,1392.0,A,CA,O05,CHESTER,US,1,ALL,ALL,0800-DUSK
2025/02/20,1392.01,H,CA,5Q2,CHESTER,US,1,JUNE-OCT,ALL,0900-1800
2025/02/20,1395.0,A,CA,CIC,CHICO,US,1,ALL,ALL,0700-1900
2025/02/20,1395.01,H,CA,CL37,CHICO,US,1,ALL,ALL,ALL
2025/02/20,1395.3,A,CA,4CA7,CHICO,US,1,UNATNDD,,
2025/02/20,1396.1,A,CA,CL56,CHICO,US,1,ALL,ALL,0900-1700
2025/02/20,1397.7,A,CA,NID,CHINA LAKE,US,1,ALL,MON-FRI,1530-0630Z++
2025/02/20,1397.7,A,CA,NID,CHINA LAKE,US,2,ALL,SUN,2300-0100Z++
2025/02/20,1398.0,A,CA,CNO,CHINO,US,1,ALL,ALL,ALL
2025/02/20,1399.0,A,CA,L77,CHIRIACO SUMMIT,US,1,UNATNDD,,
2025/02/20,1400.5,A,CA,2O6,CHOWCHILLA,US,1,UNATNDD,,
2025/02/20,1400.512,A,CA,67CA,CHOWCHILLA,US,1,UNATNDD,,
2025/02/20,1401.1,A,CA,0CL3,CHULA VISTA,US,1,ALL,ALL,0800-SS
2025/02/20,1401.7,H,CA,2CL0,CITY OF COMMERCE,US,1,UNATNDD,,
2025/02/20,1402.02,H,CA,7L5,CITY OF INDUSTRY,US,1,ALL,ALL,ALL
2025/02/20,1402.03,H,CA,9CA3,CITY OF INDUSTRY,US,1,UNATNDD,,
2025/02/20,1402.04,H,CA,40CA,CITY OF INDUSTRY,US,1,UNATNDD,,
2025/02/20,1402.05,H,CA,6CN5,CITY OF INDUSTRY,US,1,UNATNDD,,
2025/02/20,1405.0,A,CA,CN13,CLARKSBURG,US,1,ALL,MON-FRI,0800-1700
2025/02/20,1406.01,H,CA,CL53,CLEARLAKE,US,1,UNATNDD,,
2025/02/20,1411.1,A,CA,O60,CLOVERDALE,US,1,ALL,ALL,0800-1700
2025/02/20,1413.1,H,CA,7CL2,CLOVIS,US,1,ALL,MON-SAT,0900-1730
2025/02/20,1419.12,A,CA,3O8,COALINGA,US,1,ALL,ALL,0600-1900
2025/02/20,1419.13,A,CA,C80,COALINGA,US,1,IREG,,
2025/02/20,1428.0,H,CA,4CL9,COLTON,US,1,UNATNDD,,
2025/02/20,1429.0,A,CA,O22,COLUMBIA,US,1,ALL,ALL,0800-1700
2025/02/20,1430.1,A,CA,67CL,COLUSA,US,1,ALL,ALL,ALL
2025/02/20,1431.05,H,CA,3CA3,COLUSA,US,1,UNATNDD,,
2025/02/20,1431.1,A,CA,O08,COLUSA,US,1,ALL,ALL,DAWN-DUSK
2025/02/20,1434.0,A,CA,CPM,COMPTON,US,1,ALL,ALL,ALL
2025/02/20,1437.0,A,CA,CCR,CONCORD,US,1,ALL,ALL,0700-1700
2025/02/20,1437.01,H,CA,60CA,CONCORD,US,1,UNATNDD,,
2025/02/20,1439.0,A,CA,43CN,CORCORAN,US,1,ALL,MON-FRI,0800-1700
2025/02/20,1440.0,A,CA,24CL,CORCORAN,US,1,UNATNDD,,
2025/02/20,1443.0,A,CA,0O4,CORNING,US,1,ALL,ALL,0800-1700
2025/02/20,1447.3,A,CA,AJO,CORONA,US,1,ALL,MON-FRI,0700-1700
2025/02/20,1448.0,H,CA,CL16,CORONADO,US,1,ALL,MON-FRI,1600-0600Z++
2025/02/20,1455.13,H,CA,CA30,COSTA MESA,US,1,IREG,,
2025/02/20,1455.29,H,CA,10CL,COSTA MESA,US,1,ALL,MON-FRI,0730-1730
2025/02/20,1455.31,H,CA,42CL,COSTA MESA,US,1,UNATNDD,,
2025/02/20,1455.32,H,CA,1CA7,COSTA MESA,US,1,ALL,ALL,ALL
2025/02/20,1455.33,H,CA,83CA,COSTA MESA,US,1,UNATNDD,,
2025/02/20,1457.8,A,CA,68CA,COTTONWOOD,US,1,UNATNDD,,
2025/02/20,1457.81,A,CA,CA04,COTTONWOOD,US,1,ALL,ALL,ALL
2025/02/20,1458.0,A,CA,O09,COVELO,US,1,UNATNDD,,
2025/02/20,1464.0,A,CA,CEC,CRESCENT CITY,US,1,ALL,ALL,0800-1800
2025/02/20,1476.1,A,CA,CL25,CUYAMA,US,1,UNATNDD,,
2025/02/20,1476.12,A,CA,5CN4,CUYAMA,US,1,ALL,ALL,ALL
2025/02/20,1479.0,A,CA,DAG,DAGGETT,US,1,ALL,ALL,0630-1700
2025/02/20,1480.9,A,NY,7NY8,AMSTERDAM,US,1,UNATT,,
2025/02/20,1486.9,A,CA,17CL,DAVENPORT,US,1,UNATNDD,,
2025/02/20,1487.12,A,CA,69CL,DAVIS,US,1,ALL,MON-SAT,DALGT
2025/02/20,1488.0,A,CA,DWA,DAVIS/WOODLAND/WINTERS,US,1,ALL,ALL,0600-1800
2025/02/20,1488.1,A,CA,EDU,DAVIS,US,1,ALL,MON-FRI,0800-1200
2025/02/20,1488.11,H,CA,CA45,DAVIS,US,1,UNATNDD,,
2025/02/20,1494.61,A,CA,L06,DEATH VALLEY NATIONAL PARK,US,1,UNATNDD,,
2025/02/20,1494.62,A,CA,L09,DEATH VALLEY NATIONAL PARK,US,1,UNATNDD,,
2025/02/20,1497.0,A,CA,DLO,DELANO,US,1,ALL,ALL,0800-1700
2025/02/20,1498.1,A,CA,0CN1,DELHI,US,1,UNATNDD,,
2025/02/20,1498.16,A,CA,0CA0,DEL REY,US,1,UNATNDD,,
2025/02/20,1498.3,A,CA,71CL,DELEVAN,US,1,UNATNDD,,
2025/02/20,1507.0,A,CA,CN64,DESERT CENTER,US,1,ALL,ALL,ALL
2025/02/20,1507.02,A,CA,72CL,DESERT CENTER,US,1,UNATNDD,,
2025/02/20,1507.03,A,CA,73CL,DESERT CENTER,US,1,UNATNDD,,
2025/02/20,1507.15,H,CA,29CA,DESERT HOT SPRINGS,US,1,ALL,ALL,0800-1700
2025/02/20,1507.151,H,CA,91CA,DESERT HOT SPRINGS,US,1,UNATNDD,,
2025/02/20,1507.3,H,CA,08CA,DIAMOND SPRINGS,US,1,UNATNDD,,
2025/02/20,1508.0,A,CA,D63,DINSMORE,US,1,UNATNDD,,
2025/02/20,1510.1,A,CA,13CL,DIXON,US,1,ALL,ALL,ALL
2025/02/20,1512.0,A,CA,A32,DORRIS,US,1,UNATNDD,,
2025/02/20,1515.0,A,CA,CL01,DOS PALOS,US,1,ALL,MON-FRI,1000-1700
2025/02/20,1516.0,A,CA,28CA,DOS PALOS,US,1,ALL,MON-FRI,0800-1700
2025/02/20,1516.0,A,CA,28CA,DOS PALOS,US,2,ALL,SAT,0800-1200
2025/02/20,1518.5,A,CA,CA71,DRYTOWN,US,1,ALL,ALL,DALGT
2025/02/20,1520.8,A,CA,77CL,DUNLAP,US,1,UNATNDD,,
2025/02/20,1521.0,A,CA,1O6,DUNSMUIR,US,1,UNATNDD,,
2025/02/20,1525.61,H,CA,6CL2,EAGLEVILLE,US,1,UNATNDD,,
2025/02/20,1526.8,A,CA,EDW,EDWARDS,US,1,ALL,MON-FRI,1400 0600Z++
2025/02/20,1526.9,A,CA,9L2,EDWARDS,US,1,ALL,MON-FRI,1400-0600Z++
2025/02/20,1530.0,A,CA,NJK,EL CENTRO,US,1,ALL,MON-THU,1500-0700Z++
2025/02/20,1530.0,A,CA,NJK,EL CENTRO,US,2,ALL,FRI,1500-0200Z++
2025/02/20,1530.0,A,CA,NJK,EL CENTRO,US,3,ALL,SAT,1500-2300Z++
2025/02/20,1531.0,H,CA,76CN,EL CENTRO,US,1,UNATNDD,,
2025/02/20,1535.0,A,CA,90CL,ELK CREEK,US,1,IREG,,
2025/02/20,1535.4,A,CA,CL04,ELK GROVE,US,1,UNATNDD,,
2025/02/20,1537.8,A,CA,99CL,EL MIRAGE,US,1,ALL,ALL,ALL
2025/02/20,1539.0,A,CA,EMT,EL MONTE,US,1,ALL,ALL,ALL
2025/02/20,1539.01,H,CA,CL27,EL MONTE,US,1,UNATNDD,,
2025/02/20,1542.31,H,CA,CN33,EL SEGUNDO,US,1,UNATNDD,,
2025/02/20,1542.34,H,CA,4CA6,EL SEGUNDO,US,1,UNATNDD,,
2025/02/20,1542.35,H,CA,CL03,EL SEGUNDO,US,1,ALL,MON-FRI,0600-0900
2025/02/20,1542.36,H,CA,32CN,EL SEGUNDO,US,1,ALL,MON-FRI,0800-1700
2025/02/20,1542.37,H,CA,CL02,EL SEGUNDO,US,1,ALL,MON-FRI,0900-1700
2025/02/20,1548.0,A,CA,BLU,EMIGRANT GAP,US,1,UNATNDD,,
2025/02/20,1552.1,A,CA,8CL1,ESCONDIDO,US,1,UNATNDD,,
2025/02/20,1552.12,A,CA,37CL,ESCONDIDO,US,1,UNATNDD,,
2025/02/20,1552.14,H,CA,6CA7,ESCONDIDO,US,1,ALL,ALL,ALL
2025/02/20,1559.1,A,CA,O19,EUREKA,US,1,UNATNDD,,
2025/02/20,1560.0,A,CA,EKA,EUREKA,US,2,UNATNDD,,
2025/02/20,1561.0,A,CA,O33,EUREKA,US,1,UNATNDD,,
2025/02/20,1561.9,A,CA,CN63,EXETER,US,2,UNATNDD,,
2025/02/20,1565.1,A,CA,SUU,FAIRFIELD,US,1,ALL,ALL,ALL
2025/02/20,1568.5,A,CA,L18,FALLBROOK,US,1,ALL,MON-FRI,0900-1400
2025/02/20,1569.0,A,CA,O89,FALL RIVER MILLS,US,1,UNATNND,,
2025/02/20,1569.02,A,CA,74CA,FIDDLETOWN,US,1,UNATNDD,,
2025/02/20,1569.3,A,CA,L73,FAMOSO,US,1,UNATNDD,,
2025/02/20,1569.4,A,CA,CN29,FARMINGTON,US,1,UNATNDD,,
2025/02/20,1570.3,H,CA,6CL3,FILLMORE,US,1,UNATNDD,,
2025/02/20,1570.41,A,CA,F34,FIREBAUGH,US,1,UNATNDD,,
2025/02/20,1570.42,A,CA,CN22,FIREBAUGH,US,1,ALL,ALL,ALL
2025/02/20,1570.751,A,CA,5CA7,FIVE POINTS,US,1,UNATNDD,,
2025/02/20,1574.2,H,CA,CN16,FOLSOM,US,1,ALL,ALL,ALL
2025/02/20,1576.1,H,CA,94CA,FONTANA,US,1,ALL,ALL,ALL
2025/02/20,1576.11,H,CA,CA29,FONTANA,US,1,UNATNDD,,
2025/02/20,1577.8,A,CA,41CA,FOREST GLEN,US,1,UNATNDD,,
2025/02/20,1578.9,A,CA,A28,FORT BIDWELL,US,1,UNATNDD,,
2025/02/20,1581.15,H,CA,CN01,FORT BRAGG,US,1,UNATNDD,,
2025/02/20,1581.2,A,CA,82CL,FORT BRAGG,US,1,UNATNDD,,
2025/02/20,1582.5,H,CA,HGT,FORT HUNTER LIGGET JOLON,US,1,ALL,ALL,1600-0000Z++ MON-FRI EXC HOL.
2025/02/20,1583.0,A,CA,A30,FORT JONES,US,1,UNATNDD,,
2025/02/20,1584.7,A,CA,BYS,FORT IRWIN/BARSTOW,US,1,ALL,ALL,ALL
2025/02/20,1586.0,A,CA,FOT,FORTUNA,US,1,UNATNDD,,
2025/02/20,1586.5,H,CA,93CA,FOUNTAIN VALLEY,US,1,ALL,ALL,ALL
2025/02/20,1587.999,A,CA,CN38,FRANKLIN,US,1,UNATNDD,,
2025/02/20,1588.0,A,CA,F72,FRANKLIN,US,1,UNATNDD,,
2025/02/20,1588.02,A,CA,02CL,FRAZIER PARK,US,1,IREG,,
2025/02/20,1588.22,H,CA,CL05,FREMONT,US,1,ALL,ALL,ALL
2025/02/20,1588.24,H,CA,CL64,FREMONT,US,1,ALL,ALL,ALL
2025/02/20,1590.0,A,CA,FCH,FRESNO,US,1,ALL,ALL,0800-1700
2025/02/20,1590.13,H,CA,CN51,FRESNO,US,1,ALL,ALL,ALL
2025/02/20,1591.0,A,CA,FAT,FRESNO,US,1,ALL,ALL,ALL
2025/02/20,1591.5,A,CA,E79,FRESNO,US,1,UNATNDD,,
2025/02/20,1593.0,A,CA,FUL,FULLERTON,US,2,ALL,ALL,0700-2100
2025/02/20,1597.02,A,CA,2CL9,GALT,US,1,UNATNDD,,
2025/02/20,1597.1,A,CA,51CL,GALT,US,1,ALL,ALL,ALL
2025/02/20,1599.1,A,CA,O16,GARBERVILLE,US,1,UNATNDD,,
2025/02/20,1606.0,A,CA,0O9,GASQUET,US,1,UNATNDD,,
2025/02/20,1608.7,A,CA,E36,GEORGETOWN,US,1,ALL,ALL,0800-1700
2025/02/20,1608.71,A,CA,29CN,GEORGETOWN,US,1,UNATNDD,,
2025/02/20,1609.5,H,CA,5CL2,GILROY,US,1,ALL,ALL,ALL
2025/02/20,1611.12,H,CA,95CL,GLENDALE,US,1,ALL,ALL,ALL
2025/02/20,1611.14,H,CA,CL06,GLENDALE,US,1,ALL,ALL,ALL
2025/02/20,1611.15,H,CA,CL19,GLENDALE,US,1,ALL,ALL,ALL
2025/02/20,1611.16,H,CA,0CL4,GLENDALE,US,1,UNATNDD,,
2025/02/20,1611.17,H,CA,5CA0,GLENDALE,US,1,UNATNDD,,
2025/02/20,1611.18,H,CA,2CL7,GLENDALE,US,1,ALL,ALL,ALL
2025/02/20,1611.19,H,CA,06CL,GLENDALE,US,1,ALL,ALL,ALL
2025/02/20,1612.5,H,CA,14CL,GLENDORA,US,1,UNATNDD,,
2025/02/20,1612.51,H,CA,CL18,GLENDORA,US,1,UNATNDD,,
2025/02/20,1619.0,A,CA,CL29,GOFFS,US,1,UNATNDD,,
2025/02/20,1622.0,A,CA,CL46,GORMAN/LANCASTER,US,1,UNATNDD,,
2025/02/20,1625.11,H,CA,CA15,GRASS VALLEY,US,1,ALL,ALL,DALGT
2025/02/20,1625.2,A,CA,09CL,GRASS VALLEY,US,1,UNATNDD,,
2025/02/20,1626.0,A,CA,GOO,GRASS VALLEY,US,1,ALL,ALL,0800-2000
2025/02/20,1626.01,A,CA,CN86,GRASS VALLEY,US,1,UNATNDD,,
2025/02/20,1630.0,A,CA,3CA7,GREENFIELD,US,1,ALL,ALL,ALL
2025/02/20,1631.0,H,CA,30CA,GREENVILLE,US,1,UNATNDD,,
2025/02/20,1635.1,A,CA,53CN,GRIMES,US,1,ALL,MON-SAT,0800-1700
2025/02/20,1635.11,A,CA,44CL,GRIMES,US,1,ALL,MON-FRI,0700-1600
2025/02/20,1635.6,A,CA,45CN,GROVELAND,US,1,UNATNDD,,
2025/02/20,1635.61,A,CA,E45,GROVELAND,US,1,UNATNDD,,
2025/02/20,1635.84,H,CA,85CA,GUALALA,US,1,UNATNDD,,
2025/02/20,1635.85,A,CA,E55,GUALALA,US,1,UNATNDD,,
2025/02/20,1636.0,A,CA,3O1,GUSTINE,US,1,UNATNDD,,
2025/02/20,1638.0,A,CA,HAF,HALF MOON BAY,US,1,ALL,ALL,0830-1630
2025/02/20,1641.0,A,CA,HJO,HANFORD,US,1,ALL,ALL,0800-1700
2025/02/20,1641.12,H,CA,CN53,HANFORD,US,1,ALL,ALL,ALL
2025/02/20,1641.14,H,CA,15CN,HANFORD,US,1,ALL,ALL,ALL
2025/02/20,1641.21,H,CA,4CL8,HANFORD,US,1,ALL,ALL,ALL
2025/02/20,1645.0,A,CA,36S,HAPPY CAMP,US,1,UNATNDD,,
2025/02/20,1647.0,A,CA,HHR,HAWTHORNE,US,1,ALL,M-F,0600-2200
2025/02/20,1647.0,A,CA,HHR,HAWTHORNE,US,2,ALL,SAT,0600-2200
2025/02/20,1647.0,A,CA,HHR,HAWTHORNE,US,3,ALL,SUN,0600-2200
2025/02/20,1650.01,A,CA,F62,HAYFORK,US,1,UNATNDD,,
2025/02/20,1651.0,A,CA,HWD,HAYWARD,US,1,ALL,ALL,0800-1700
2025/02/20,1651.7,A,CA,HES,HEALDSBURG,US,1,ALL,ALL,0800-1700
2025/02/20,1652.02,A,CA,CA70,HELENDALE,US,1,ALL,ALL,DALGT
2025/02/20,1654.0,A,CA,HMT,HEMET,US,1,ALL,ALL,DALGT
2025/02/20,1654.1,A,CA,86CL,HEMET,US,1,IRREG,,
2025/02/20,1660.0,A,CA,65CN,HERALD,US,1,UNATNDD,,
2025/02/20,1661.0,A,CA,H37,HERLONG,US,1,UNATNDD,,
2025/02/20,1661.01,A,CA,AHC,HERLONG,US,1,UNATNDD,,
2025/02/20,1662.0,A,CA,L26,HESPERIA,US,1,UNATNDD,,
2025/02/20,1662.1,H,CA,01CA,HESPERIA,US,1,UNATNDD,,
2025/02/20,1665.0,A,CA,CL84,HILMAR,US,1,UNATNDD,,
2025/02/20,1668.0,A,CA,CVH,HOLLISTER,US,1,ALL,ALL,0800-1700
2025/02/20,1668.1,A,CA,9CL2,HOLLISTER,US,1,ALL,ALL,ALL
2025/02/20,1668.11,A,CA,1C9,HOLLISTER,US,1,UNATNDD,,
2025/02/20,1668.12,H,CA,9CN1,HOLLISTER,US,1,ALL,ALL,ALL
2025/02/20,1671.0,A,CA,L04,HOLTVILLE,US,1,UNATNDD,,
2025/02/20,1674.0,A,CA,O21,HOOPA,US,1,UNATNDD,,
2025/02/20,1676.014,H,CA,CL65,HUNTINGTON BEACH,US,1,UNATNDD,,
2025/02/20,1676.015,H,CA,2CA5,HUNTINGTON BEACH,US,1,UNATNDD,,
2025/02/20,1676.13,H,CA,02CA,HUNTINGTON BEACH,US,1,UNATNDD,,
2025/02/20,1676.15,H,CA,75CA,HUNTINGTON BEACH,US,1,UNATNDD,,
2025/02/20,1676.16,H,CA,CL38,HUNTINGTON BEACH,US,1,UNATNDD,,
2025/02/20,1676.2,H,CA,21CA,HUNTINGTON BEACH,US,1,ALL,ALL,ALL
2025/02/20,1676.4,H,CA,9CL8,HUNTINGTON BEACH,US,1,ALL,ALL,ALL
2025/02/20,1678.0,A,CA,H47,HYAMPOM,US,1,UNATNDD,,
2025/02/20,1680.5,H,CA,47CN,IGO,US,1,UNATNDD,,
2025/02/20,1683.0,A,CA,IPL,IMPERIAL,US,2,ALL,ALL,0700-1630
2025/02/20,1683.5,A,CA,NRS,IMPERIAL BEACH,US,1,SEE REF REMARK,,
2025/02/20,1686.0,A,CA,2O7,INDEPENDENCE,US,1,UNATNDD,,
2025/02/20,1688.2,H,CA,42CA,INDIO,US,1,UNATNDD,,
2025/02/20,1695.0,A,CA,IYK,INYOKERN,US,1,ALL,MON-FRI,0700-1700
2025/02/20,1696.0,A,CA,CA19,IONE,US,1,ALL,ALL,DALGT
2025/02/20,1696.01,A,CA,5CA8,IONE,US,1,UNATNDD,,
2025/02/20,1696.02,A,CA,CA20,IONE,US,1,ALL,ALL,ALL
2025/02/20,1697.15,H,CA,3CA2,IRVINE,US,1,ALL,ALL,ON CALL
