EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,CITY,COUNTRY_CODE,RWY_END_ID,ILS_LOC_ID,SYSTEM_TYPE_CODE,TAB_NAME,ILS_COMP_TYPE_CODE,REF_COL_NAME,REF_COL_SEQ_NO,REMARK
2025/02/20,3650.0,A,GA,AGS,AUGUSTA,US,17,MZX,LS,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IA
2025/02/20,3650.0,A,GA,AGS,AUGUSTA,US,17,MZX,LS,ILS,,GENERAL_REMARK,3,ILS UNMONITORED WHEN ATCT CLSD.
2025/02/20,3650.0,A,GA,AGS,AUGUSTA,US,35,AGS,LS,ILS,,GENERAL_REMARK,1,ILS UNMON WHEN ATCT CLSD.
2025/02/20,3650.0,A,GA,AGS,AUGUSTA,US,35,AGS,LS,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IB.
2025/02/20,3650.0,A,GA,AGS,AUGUSTA,US,35,AGS,LS,ILS,,GENERAL_REMARK,3,AUTOPILOT CPD APCH NA BLW 940 FT.
2025/02/20,3653.0,A,GA,BGE,BAINBRIDGE,US,27,BGE,LG,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IE.
2025/02/20,3683.0,A,GA,BQK,BRUNSWICK,US,07,BQK,LS,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IE.
2025/02/20,3701.1,A,GA,CZL,CALHOUN,US,35,CZL,LC,ILS,,GENERAL_REMARK,1,LOC UNUSBL 15 DEGS L OF COURSE.
2025/02/20,3728.0,A,GA,CSG,COLUMBUS,US,06,CSG,LS,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IB.
2025/02/20,3728.0,A,GA,CSG,COLUMBUS,US,06,CSG,LS,ILS,,GENERAL_REMARK,3,AUTOPILOT CPD APCH NA BLW 900 FT MSL.
2025/02/20,3737.0,A,GA,CKF,CORDELE,US,10,CKF,LC,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IA.
2025/02/20,3750.01,A,GA,PUJ,ATLANTA,US,31,PUJ,LD,ILS,,GENERAL_REMARK,1,GS UNUSABLE BYD 5 DEG LEFT OF COURSE.
2025/02/20,3750.01,A,GA,PUJ,ATLANTA,US,31,PUJ,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IB.
2025/02/20,3750.01,A,GA,PUJ,ATLANTA,US,31,PUJ,LD,ILS,,GENERAL_REMARK,3,AUTOPILOT CPD APCH NA BLO 1680 FT MSL.
2025/02/20,3750.01,A,GA,PUJ,ATLANTA,US,31,PUJ,LD,ILS,,GENERAL_REMARK,4,ILS UNMON WHEN TRML CLSD.
2025/02/20,3752.0,A,GA,DNN,DALTON,US,14,DNN,LS,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IB.
2025/02/20,3752.0,A,GA,DNN,DALTON,US,14,DNN,LS,ILS,,GENERAL_REMARK,2,AUTO CPD APCH NA BLW 1200 FT MSL.
2025/02/20,3760.0,A,GA,DQH,DOUGLAS,US,04,DQH,LG,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IA
2025/02/20,3766.0,A,GA,DBN,DUBLIN,US,02,DBN,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IA.
2025/02/20,3772.2,A,GA,EZM,EASTMAN,US,02,HUV,LG,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IT.
2025/02/20,3799.8,A,GA,LSF,FORT MOORE (COLUMBUS),US,33,LSF,LS,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IE.
2025/02/20,3799.8,A,GA,LSF,FORT MOORE (COLUMBUS),US,33,LSF,LS,ILS,,GENERAL_REMARK,4,OM AND MM UNMON.
2025/02/20,3799.8,A,GA,LSF,FORT MOORE (COLUMBUS),US,33,LSF,LS,ILS,,GENERAL_REMARK,5,UNMON WHEN AFLD CLSD.
2025/02/20,3805.0,A,GA,GVL,GAINESVILLE,US,05,GVL,LD,ILS,,GENERAL_REMARK,1,GS UNUSBL BYD 4 DEG LEFT AND 7 DEG RIGHT OF CRS.
2025/02/20,3805.0,A,GA,GVL,GAINESVILLE,US,05,GVL,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IT.
2025/02/20,3819.0,A,GA,CPP,GREENSBORO,US,25,VVM,LE,ILS,,GENERAL_REMARK,1,LOC UNUSBL WI 0.5 NM FROM THR.
2025/02/20,3819.0,A,GA,CPP,GREENSBORO,US,25,VVM,LE,ILS,,GENERAL_REMARK,2,LOC/DME UNMONITORED.
2025/02/20,3862.0,A,GA,LGC,LAGRANGE,US,31,GNK,LS,ILS,,GENERAL_REMARK,4,GS UNUSBL BYD 5 DEGS LEFT OF LOC CRS.
2025/02/20,3862.0,A,GA,LGC,LAGRANGE,US,31,GNK,LS,ILS,,GENERAL_REMARK,5,ILS CLASSIFICATION CODE IB.
2025/02/20,3869.2,A,GA,LZU,LAWRENCEVILLE,US,25,TXP,LS,ILS,,GENERAL_REMARK,2,GS UNUSBL BYD 3 DEGS R OF CRS.
2025/02/20,3869.2,A,GA,LZU,LAWRENCEVILLE,US,25,TXP,LS,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IB.
2025/02/20,3869.2,A,GA,LZU,LAWRENCEVILLE,US,25,TXP,LS,ILS,,GENERAL_REMARK,4,AUTOPILOT CPD APCH NA BLW 1700 FT MSL.
2025/02/20,3902.0,A,GA,MCN,MACON,US,05,MCN,LS,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IIE.
2025/02/20,3910.0,A,GA,MGE,MARIETTA,US,11,DJR,LG,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IE.
2025/02/20,3910.0,A,GA,MGE,MARIETTA,US,29,VRW,LG,ILS,,GENERAL_REMARK,1,GS UNUSEABLE BYD 4 DEGS RIGHT OF COURSE.
2025/02/20,3910.0,A,GA,MGE,MARIETTA,US,29,VRW,LG,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IT.
2025/02/20,3910.0,A,GA,MGE,MARIETTA,US,29,VRW,LG,ILS,,GENERAL_REMARK,3,AUTOPILOT CPD APCH NA BLW 1800 FT MSL.
2025/02/20,3941.5,A,GA,CCO,ATLANTA,US,33,CCO,LG,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IB.
2025/02/20,3941.5,A,GA,CCO,ATLANTA,US,33,CCO,LG,ILS,,GENERAL_REMARK,2,"LOC UNUSBL BYD 15 DEG LEFT OF CRS, BYD 15 DEG RIGHT OF CRS."
2025/02/20,3941.5,A,GA,CCO,ATLANTA,US,33,CCO,LG,ILS_COMPONENT,LOC,LAT_LONG_SOURCE_CODE,1,3RD PARTY 19 FEB 2008.
2025/02/20,3956.0,A,GA,PXE,PERRY,US,36,PXE,LG,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IT.
2025/02/20,3956.0,A,GA,PXE,PERRY,US,36,PXE,LG,ILS,,GENERAL_REMARK,2,GS AUTOPILOT CPD APCH NA BLO 900 FT MSL.
2025/02/20,3956.0,A,GA,PXE,PERRY,US,36,PXE,LG,ILS,,GENERAL_REMARK,3,GS UNUSBL BLW 800 FT.
2025/02/20,3974.0,A,GA,RMG,ROME,US,01,HBQ,LD,ILS,,GENERAL_REMARK,1,LOC UNMON 0100-1100.
2025/02/20,3974.0,A,GA,RMG,ROME,US,01,HBQ,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IE.
2025/02/20,3974.0,A,GA,RMG,ROME,US,01,HBQ,LD,ILS,,GENERAL_REMARK,3,DME UNUSBL BYD 25 DEG L OF CRS.
2025/02/20,3991.0,A,GA,SVN,SAVANNAH,US,28,SVN,LD,ILS,,GENERAL_REMARK,2,ILS UNMONITORED 0200-1230Z++ SAT - MON AND HOL.
2025/02/20,3991.0,A,GA,SVN,SAVANNAH,US,28,SVN,LD,ILS,,GENERAL_REMARK,4,ILS CLASSIFICATION CODE IB.
2025/02/20,3992.0,A,GA,SAV,SAVANNAH,US,01,TPV,LS,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IA.
2025/02/20,3992.0,A,GA,SAV,SAVANNAH,US,01,TPV,LS,ILS,,GENERAL_REMARK,4,LOC UNUSBL BYD 25 DEG LEFT AND RIGHT OF CRS.
2025/02/20,3992.0,A,GA,SAV,SAVANNAH,US,01,TPV,LS,ILS,,GENERAL_REMARK,5,ILS UNMON WHEN ATCT CLSD.
2025/02/20,3992.0,A,GA,SAV,SAVANNAH,US,10,SAV,LD,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IE.
2025/02/20,3992.0,A,GA,SAV,SAVANNAH,US,10,SAV,LD,ILS,,GENERAL_REMARK,2,UNMON WHEN ATCT CLSD.
2025/02/20,4017.0,A,GA,TBR,STATESBORO,US,32,BZQ,LS,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IE.
2025/02/20,4026.0,A,GA,SBO,SWAINSBORO,US,14,SBO,LD,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IE.
2025/02/20,4026.0,A,GA,SBO,SWAINSBORO,US,14,SBO,LD,ILS,,GENERAL_REMARK,2,GLS UNUSBL BLW 560 FT.
2025/02/20,4047.0,A,GA,OPN,THOMASTON,US,30,OPN,LD,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IB
2025/02/20,4047.0,A,GA,OPN,THOMASTON,US,30,OPN,LD,ILS,,GENERAL_REMARK,2,MM UNUSBL.
2025/02/20,4047.0,A,GA,OPN,THOMASTON,US,30,OPN,LD,ILS,,GENERAL_REMARK,3,LOC UNUSBL BYD 16 DEG LEFT AND RIGHT OF CNTRLN.
2025/02/20,4055.1,A,GA,HQU,THOMSON,US,10,AAQ,LS,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IA.
2025/02/20,4055.1,A,GA,HQU,THOMSON,US,10,AAQ,LS,ILS,,GENERAL_REMARK,2,LOC UNUSBL BYD 29 DEGS L AND 30 DEGS R.
2025/02/20,4057.0,A,GA,TMA,TIFTON,US,34,TMA,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IB.
2025/02/20,4057.0,A,GA,TMA,TIFTON,US,34,TMA,LD,ILS,,GENERAL_REMARK,3,ILS UNMONITORED.
2025/02/20,4071.0,A,GA,VLD,VALDOSTA,US,36,VLD,LS,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IA.
2025/02/20,4071.0,A,GA,VLD,VALDOSTA,US,36,VLD,LS,ILS,,GENERAL_REMARK,3,ILS UNMON WHEN ATCT CLSD.
2025/02/20,4072.0,A,GA,VAD,VALDOSTA,US,18L,VAD,LS,ILS,,GENERAL_REMARK,1,"UNMONITORED 0600-1145Z MON-FRI,0300-1400Z SAT-SUN, UNMONITORED SAT AND FEDERAL HOL. (DT 0600-1100Z MON-FRI)."
2025/02/20,4072.0,A,GA,VAD,VALDOSTA,US,18L,VAD,LS,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IT.
2025/02/20,4072.0,A,GA,VAD,VALDOSTA,US,36R,MDG,LG,ILS,,GENERAL_REMARK,1,"UNMONITORED 0600-1145Z MON-FRI, 0300-1400Z SAT-SUN, AND FEDERAL HOL. (DT 0600-1100Z MON-FRI)."
2025/02/20,4072.0,A,GA,VAD,VALDOSTA,US,36R,MDG,LG,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IT.
2025/02/20,4074.0,A,GA,VDI,VIDALIA,US,25,VDI,LS,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IB.
2025/02/20,4088.0,A,GA,WRB,WARNER ROBINS,US,15,RJM,LS,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IT.
2025/02/20,4095.0,A,GA,AYS,WAYCROSS,US,19,AYS,LS,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IA
2025/02/20,4149.0,A,ID,BOI,BOISE,US,10R,BOI,LD,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IIIE.
2025/02/20,4149.0,A,ID,BOI,BOISE,US,10R,BOI,LD,ILS,,GENERAL_REMARK,4,DME UNUSBL BYD 33 DEG RIGHT OF LOC CRS.
2025/02/20,4149.0,A,ID,BOI,BOISE,US,28R,AAD,LD,ILS,,GENERAL_REMARK,1,"DME UNUSBL BYD 12 NM BLO 6,000 FT."
2025/02/20,4149.0,A,ID,BOI,BOISE,US,28R,AAD,LD,ILS,,GENERAL_REMARK,2,"GS UNUSBL BYD 06 NM BLO 4,700 FT."
2025/02/20,4149.0,A,ID,BOI,BOISE,US,28R,AAD,LD,ILS,,GENERAL_REMARK,3,"LOC UNUSBL BYD 12 NM BLO 6,000 FT.  "
2025/02/20,4149.0,A,ID,BOI,BOISE,US,28R,AAD,LD,ILS,,GENERAL_REMARK,4,ILS CLASSIFICATION CODE IE.
2025/02/20,4177.0,A,ID,COE,COEUR D'ALENE,US,06,COE,LS,ILS,,GENERAL_REMARK,1,LOC UNUSBL 25 DEG LEFT AND RIGHT OF COURSE.
2025/02/20,4177.0,A,ID,COE,COEUR D'ALENE,US,06,COE,LS,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE ID.
2025/02/20,4177.0,A,ID,COE,COEUR D'ALENE,US,06,COE,LS,ILS,,GENERAL_REMARK,3,ILS UNMONITORED.
2025/02/20,4177.0,A,ID,COE,COEUR D'ALENE,US,06,COE,LS,ILS_COMPONENT,OM,DIST_FRM_AER,1,OM DIST FROM AER: 3RD PARTY SURVEY.
2025/02/20,4177.0,A,ID,COE,COEUR D'ALENE,US,06,COE,LS,ILS_COMPONENT,OM,LAT_LONG_SOURCE_CODE,1,OM LAT/LONG SRCE:  3RD PARTY SURVEY.
2025/02/20,4209.0,A,ID,IDA,IDAHO FALLS,US,21,IDA,LD,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IB.
2025/02/20,4234.0,A,ID,LWS,LEWISTON,US,26,LWS,LS,ILS,,GENERAL_REMARK,1,ILS UNMON WHEN ATCT CLSD.
2025/02/20,4234.0,A,ID,LWS,LEWISTON,US,26,LWS,LS,ILS,,GENERAL_REMARK,2,AUTOPILOT COUPLED APPROACHES NOT AUTHORIZED BLO 2500 FT.
2025/02/20,4234.0,A,ID,LWS,LEWISTON,US,26,LWS,LS,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IE.
2025/02/20,4268.0,A,ID,MUO,MOUNTAIN HOME,US,12,MUO,LS,ILS,,GENERAL_REMARK,1,DME CHAN 087 PROVIDED BY MOUNTAIN HOME TACAN.
2025/02/20,4268.0,A,ID,MUO,MOUNTAIN HOME,US,12,MUO,LS,ILS,,GENERAL_REMARK,2,UNMTO WHEN ARPT CLSD.
2025/02/20,4268.0,A,ID,MUO,MOUNTAIN HOME,US,12,MUO,LS,ILS,,GENERAL_REMARK,3,ILS MAINT PERIOD 0701-1300Z++ MON/TUE/THU.
2025/02/20,4268.0,A,ID,MUO,MOUNTAIN HOME,US,12,MUO,LS,ILS,,GENERAL_REMARK,4,ILS CLASSIFICATION CODE IT
2025/02/20,4268.0,A,ID,MUO,MOUNTAIN HOME,US,30,BRN,LS,ILS,,GENERAL_REMARK,1,DME CHAN 087 PROVIDED BY MOUNTAIN HOME TACAN.
2025/02/20,4268.0,A,ID,MUO,MOUNTAIN HOME,US,30,BRN,LS,ILS,,GENERAL_REMARK,3,UNMTO WHEN ARPT CLSD.
2025/02/20,4268.0,A,ID,MUO,MOUNTAIN HOME,US,30,BRN,LS,ILS,,GENERAL_REMARK,4,ILS MAINT PERIOD 0701-1300Z++ MON/TUE/THU.
2025/02/20,4268.0,A,ID,MUO,MOUNTAIN HOME,US,30,BRN,LS,ILS,,GENERAL_REMARK,5,ILS CLASSIFICATION CODE IT.
2025/02/20,4288.0,A,ID,PIH,POCATELLO,US,21,PIH,LD,ILS,,GENERAL_REMARK,2,ILS UNMONITORED WHEN ATCT CLSD.
2025/02/20,4288.0,A,ID,PIH,POCATELLO,US,21,PIH,LD,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IE.
2025/02/20,4326.0,A,ID,SZT,SANDPOINT,US,02,RPO,LE,ILS,,GENERAL_REMARK,2,LOC UNMONITORED.
2025/02/20,4344.1,A,ID,TWF,TWIN FALLS,US,26,TWF,LS,ILS,,GENERAL_REMARK,1,ILS UNMONITORED WHEN ATCT CLSD.
2025/02/20,4344.1,A,ID,TWF,TWIN FALLS,US,26,TWF,LS,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IE
2025/02/20,4372.0,A,IL,ALN,ALTON/ST LOUIS,US,29,ALN,LD,ILS,,GENERAL_REMARK,1,ILS UNMONITORED WHEN ATCT CLOSED.
2025/02/20,4372.0,A,IL,ALN,ALTON/ST LOUIS,US,29,ALN,LD,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IE.
2025/02/20,4413.0,A,IL,BLV,BELLEVILLE,US,14L,BTC,LD,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IE.
2025/02/20,4413.0,A,IL,BLV,BELLEVILLE,US,14R,OXK,LG,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IE.
2025/02/20,4413.0,A,IL,BLV,BELLEVILLE,US,32L,BLV,LS,ILS,,GENERAL_REMARK,1,MILITARY USE: NO-NOTAM MP: RWY 32L/14R 1200-1600Z++ MON (1500/3+1).
2025/02/20,4413.0,A,IL,BLV,BELLEVILLE,US,32L,BLV,LS,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IE.
2025/02/20,4413.0,A,IL,BLV,BELLEVILLE,US,32R,JDU,LS,ILS,,GENERAL_REMARK,1,MILITARY USE: NO-NOTAM MP 1200-1600Z++ TUE (1500/3+1)
2025/02/20,4413.0,A,IL,BLV,BELLEVILLE,US,32R,JDU,LS,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE ID.
2025/02/20,4431.0,A,IL,BMI,BLOOMINGTON/NORMAL,US,02,TXN,LD,ILS,,GENERAL_REMARK,1,ILS/DME UNMON WHEN TWR CLSD.
2025/02/20,4431.0,A,IL,BMI,BLOOMINGTON/NORMAL,US,02,TXN,LD,ILS,,GENERAL_REMARK,2,GS UNUSBL FOR CPD APCHS BLW 1100 FT. MSL.
2025/02/20,4431.0,A,IL,BMI,BLOOMINGTON/NORMAL,US,02,TXN,LD,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IE.
2025/02/20,4431.0,A,IL,BMI,BLOOMINGTON/NORMAL,US,20,LHJ,LD,ILS,,GENERAL_REMARK,1,ILS UNMONITORED WHEN ATCT CLSD.
2025/02/20,4431.0,A,IL,BMI,BLOOMINGTON/NORMAL,US,20,LHJ,LD,ILS,,GENERAL_REMARK,2,CAT II ILS NOT AVBL WHEN TWR CLSD.
2025/02/20,4431.0,A,IL,BMI,BLOOMINGTON/NORMAL,US,20,LHJ,LD,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IIE.
2025/02/20,4431.0,A,IL,BMI,BLOOMINGTON/NORMAL,US,29,BMI,LD,ILS,,GENERAL_REMARK,1,ILS UNMONITORED WHEN ATCT CLOSED.
2025/02/20,4431.0,A,IL,BMI,BLOOMINGTON/NORMAL,US,29,BMI,LD,ILS,,GENERAL_REMARK,3,LOC BC UNUSBL BYD 15 NM.
2025/02/20,4431.0,A,IL,BMI,BLOOMINGTON/NORMAL,US,29,BMI,LD,ILS,,GENERAL_REMARK,4,ILS CLASSIFICATION CODE IE.
2025/02/20,4458.8,A,IL,CPS,CAHOKIA/ST LOUIS,US,30L,CPS,LS,ILS,,GENERAL_REMARK,1,LOC UNMONITORED WHEN ATCT CLOSED.
2025/02/20,4458.8,A,IL,CPS,CAHOKIA/ST LOUIS,US,30L,CPS,LS,ILS,,GENERAL_REMARK,2,LOC UNUSBL BYD 14 DEG RGT OF CRS.
2025/02/20,4458.8,A,IL,CPS,CAHOKIA/ST LOUIS,US,30L,CPS,LS,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IA.
2025/02/20,4458.8,A,IL,CPS,CAHOKIA/ST LOUIS,US,30L,CPS,LS,ILS,,GENERAL_REMARK,4,OM UNMONITORED WHEN ATCT CLOSED.
2025/02/20,4477.0,A,IL,MDH,CARBONDALE/MURPHYSBORO,US,18L,MDH,LS,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IE.
2025/02/20,4477.0,A,IL,MDH,CARBONDALE/MURPHYSBORO,US,18L,MDH,LS,ILS,,GENERAL_REMARK,3,ILS UNMONITORED WHEN ATCT CLSD.
2025/02/20,4494.0,A,IL,CMI,CHAMPAIGN/URBANA,US,32R,CMI,LD,ILS,,GENERAL_REMARK,1,ILS UNMONITORED WHEN ATCT CLOSED.
2025/02/20,4494.0,A,IL,CMI,CHAMPAIGN/URBANA,US,32R,CMI,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IE.
2025/02/20,4494.0,A,IL,CMI,CHAMPAIGN/URBANA,US,32R,CMI,LD,ILS,,GENERAL_REMARK,3,LOC UNUSABLE BYD 15 DEG LEFT OF COURSE.
2025/02/20,4503.0,A,IL,UGN,CHICAGO/WAUKEGAN,US,23,UGN,LS,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IT.
2025/02/20,4503.0,A,IL,UGN,CHICAGO/WAUKEGAN,US,23,UGN,LS,ILS_COMPONENT,MM,COMPONENT_STATUS,1,DECOMMISSION DATE 30 SEP 2009.
2025/02/20,4507.0,A,IL,MDW,CHICAGO,US,04R,HKH,LD,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IE.
2025/02/20,4507.0,A,IL,MDW,CHICAGO,US,13C,MDW,LD,ILS,,GENERAL_REMARK,1,DME ALSO SERVES RY 31C.
2025/02/20,4507.0,A,IL,MDW,CHICAGO,US,13C,MDW,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION IE.
2025/02/20,4507.0,A,IL,MDW,CHICAGO,US,13C,MDW,LD,ILS,,GENERAL_REMARK,3,LOC UNUSBL BYD 30 DEG L OF CRS.
2025/02/20,4507.0,A,IL,MDW,CHICAGO,US,13C,MDW,LD,ILS,,GENERAL_REMARK,4,GS UNUSBL BLO 739 FT.
2025/02/20,4507.0,A,IL,MDW,CHICAGO,US,31C,MXT,LD,ILS,,GENERAL_REMARK,1,DME ALSO SERVES RY 13C.
2025/02/20,4507.0,A,IL,MDW,CHICAGO,US,31C,MXT,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IE.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,04R,FJU,LS,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IIE.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,09C,OYG,LD,ILS,,GENERAL_REMARK,1,LOC UNUSBL BYD 15 DEGS RIGHT OF CRS.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,09C,OYG,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IIID.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,09C,OYG,LD,ILS,,GENERAL_REMARK,3,ORD NAV ILS RWY 09C UNUSABLE FOR ROLLOUT GUIDANCE.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,09L,SAJ,LD,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IIIE.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,09L,SAJ,LD,ILS,,GENERAL_REMARK,3,DME UNUSBL BYD 10 DEG R AND L OF CRS.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,09R,JAV,LD,ILS,,GENERAL_REMARK,1,DUAL GS LCTD LAT 41-59-07.71N LONG 087-54-51.08W; ELEV 658; DIST/DIR FM-CNTRLN 585L; DIST-FM-AER 1115; PER NOS SURVEY.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,09R,JAV,LD,ILS,,GENERAL_REMARK,2,BACK UP LOCALIZER; LAT 41-59-02.04N LONG 087-53-14.93W; ELEV 645; DIST-FRM-RWY-STOP 979.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,09R,JAV,LD,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IIIE
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,09R,JAV,LD,ILS,,GENERAL_REMARK,4,LOC UNUSBL BYD 15 DEG LEFT OF CRS & BYD 15 DEG RIGHT OF CRS.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,10C,SXH,LD,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IIIE.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,10C,SXH,LD,ILS,,GENERAL_REMARK,2,LOC UNUSBL BYD 10 DEG RIGHT OF CRS.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,10L,MED,LD,ILS,,GENERAL_REMARK,2,DME ALSO SERVES RWY 27L.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,10L,MED,LD,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IIIE.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,10R,BYW,LD,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IC.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,10X,IZJ,LD,ILS,,GENERAL_REMARK,1,"RY ID ""10X"" SUPPORTS THE SECOND ILS SYSTEM ON RY 10R (BYW ILS IS AN OFFSET ILS ON RWY 10R)."
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,10X,IZJ,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IIIE.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,22L,LQQ,LS,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IIE.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,22R,RXZ,LS,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IE.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,27C,UYJ,LD,ILS,,GENERAL_REMARK,1,LOC UNUSBL BYD 15 DEGS LEFT OF CRS.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,27C,UYJ,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IIIE.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,27L,IAC,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IIIE.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,27L,IAC,LD,ILS,,GENERAL_REMARK,3,LOC UNUSBL BYD 15 DEG LEFT OF CRS & BYD 15 DEG RIGHT OF CRS.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,27R,ABU,LD,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IIIE
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,27R,ABU,LD,ILS,,GENERAL_REMARK,2,DME UNUSBL BYD 10 DEGS R OF CRS.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,28C,VZE,LD,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IIIE.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,28L,VQX,LD,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IIIE.
2025/02/20,4508.0,A,IL,ORD,CHICAGO,US,28R,TSL,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IIIE.
