EFF_DATE,SITE_NO,SITE_TYPE_CODE,FACILITY_TYPE,STATE_CODE,FACILITY_ID,CITY,COUNTRY_CODE,ICAO_ID,FACILITY_NAME,REGION_CODE,TWR_OPERATOR_CODE,TWR_CALL,TWR_HRS,PRIMARY_APCH_RADIO_CALL,APCH_P_PROVIDER,APCH_P_PROV_TYPE_CD,SECONDARY_APCH_RADIO_CALL,APCH_S_PROVIDER,APCH_S_PROV_TYPE_CD,PRIMARY_DEP_RADIO_CALL,DEP_P_PROVIDER,DEP_P_PROV_TYPE_CD,SECONDARY_DEP_RADIO_CALL,DEP_S_PROVIDER,DEP_S_PROV_TYPE_CD,CTL_FAC_APCH_DEP_CALLS,APCH_DEP_OPER_CODE,CTL_PRVDING_HRS,SECONDARY_CTL_PRVDING_HRS
2025/03/20,6479.0,A,NON-ATCT,KS,ADT,ATWOOD,US,KADT,ATWOOD-RAWLINS COUNTY CITY-COUNTY,ACE,,,,DENVER ARTCC,ZDV,C,,,,DENVER ARTCC,ZDV,C,,,,,,,
2025/03/20,5839.5,A,NON-ATCT,IA,ADU,AUDUBON,US,KADU,AUDUBON COUNTY,ACE,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,8484.0,A,ATCT,MD,ADW,CAMP SPRINGS,US,KADW,JOINT BASE ANDREWS,AEA,F,ANDREWS,24,POTOMAC,PCT,T,,,,POTOMAC,PCT,T,,,,,,,
2025/03/20,14528.1,A,ATCT,NM,AEG,ALBUQUERQUE,US,KAEG,DOUBLE EAGLE II,ASW,FCT,DOUBLE EAGLE II,0600-2200,ALBUQUERQUE,ABQ,A,,,,ALBUQUERQUE,ABQ,A,,,,,,,
2025/03/20,2530.1,A,NON-ATCT,CO,AEJ,BUENA VISTA,US,KAEJ,CENTRAL COLORADO RGNL,ANM,,,,DENVER ARTCC,ZDV,C,,,,DENVER ARTCC,ZDV,C,,,,,,,
2025/03/20,10509.0,A,NON-ATCT,MN,AEL,ALBERT LEA,US,KAEL,ALBERT LEA MUNI,AGL,,,,ROCHESTER,RST,A,MINNEAPOLIS ARTCC,ZMP,C,ROCHESTER,RST,A,MINNEAPOLIS ARTCC,ZMP,C,,,,
2025/03/20,7411.0,A,ATCT,LA,AEX,ALEXANDRIA,US,KAEX,ALEXANDRIA INTL,ASW,FCT,ALEXANDRIA,24,POLK,POE,A,,,,POLK,POE,A,,,,,,,
2025/03/20,50393.01,A,NON-ATCT,AK,AFE,KAKE,US,PAFE,KAKE,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,2545.0,A,ATCT,CO,AFF,COLORADO SPRINGS,US,KAFF,USAF ACADEMY DAVIS AIRFIELD,ANM,A,ACADEMY,"OPR SR OR 1245Z++ (WHICHEVER IS LATER) TO SS MON-FRI, 1430Z++ TO 2130Z++ SAT, EXCLUDING SUN AND HOL.",,,,,,,,,,,,,,,,
2025/03/20,21682.0,A,NON-ATCT,PA,AFJ,WASHINGTON,US,KAFJ,WASHINGTON COUNTY,AEA,,,,PITTSBURGH,PIT,A,,,,PITTSBURGH,PIT,A,,,,,,,
2025/03/20,12824.11,A,NON-ATCT,NE,AFK,NEBRASKA CITY,US,KAFK,NEBRASKA CITY MUNI,ACE,,,,OMAHA,R90,T,,,,OMAHA,R90,T,,,,,,,
2025/03/20,50029.61,A,NON-ATCT,AK,AFM,AMBLER,US,PAFM,AMBLER,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,13298.0,A,NON-ATCT,NH,AFN,JAFFREY,US,KAFN,JAFFREY AIRFIELD SILVER RANCH,ANE,,,,BOSTON ARTCC,ZBW,C,,,,BOSTON ARTCC,ZBW,C,,,,,,,
2025/03/20,27732.0,A,NON-ATCT,WY,AFO,AFTON,US,KAFO,AFTON LINCOLN COUNTY/GENERAL BOYD L EDDINS FLD,ANM,,,,SALT LAKE ARTCC,ZLC,C,,,,SALT LAKE ARTCC,ZLC,C,,,,,,,
2025/03/20,17172.0,A,NON-ATCT,NC,AFP,WADESBORO,US,KAFP,ANSON COUNTY/JEFF CLOUD FLD,ASO,,,,CHARLOTTE,CLT,A,,,,CHARLOTTE,CLT,A,,,,,,,
2025/03/20,23895.3,A,ATCT,TX,AFW,FORT WORTH,US,KAFW,PEROT FLD/FORT WORTH ALLIANCE,ASW,F,ALLIANCE,24,LONE STAR,D10,T,,,,LONE STAR,D10,T,,,,,,,
2025/03/20,21251.0,A,ATCT,PA,AGC,PITTSBURGH,US,KAGC,ALLEGHENY COUNTY,AEA,F,ALLEGHENY,24,PITTSBURGH,PIT,A,,,,PITTSBURGH,PIT,A,,,,,,,
2025/03/20,1069.1,A,NON-ATCT,AR,AGO,MAGNOLIA,US,KAGO,RALPH C WEISER FLD,ASW,,,,FORT WORTH ARTCC,ZFW,C,,,,FORT WORTH ARTCC,ZFW,C,,,,,,,
2025/03/20,3650.0,A,ATCT-TRACON,GA,AGS,AUGUSTA,US,KAGS,AUGUSTA RGNL AT BUSH FLD,ASO,F,AUGUSTA,0645-2300,AUGUSTA,AGS,A,ATLANTA ARTCC,ZTL,C,AUGUSTA,AGS,A,ATLANTA ARTCC,ZTL,C,AUGUSTA,F,0645-2300,2300-0645
2025/03/20,22815.0,A,NON-ATCT,SD,AGZ,WAGNER,US,KAGZ,WAGNER MUNI,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,1661.01,A,NON-ATCT,CA,AHC,HERLONG,US,KAHC,AMEDEE AAF,AWP,,,,OAKLAND ARTCC,ZOA,C,,,,OAKLAND ARTCC,ZOA,C,,,,,,,
2025/03/20,27005.2,A,NON-ATCT,WI,AHH,AMERY,US,KAHH,AMERY MUNI,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,3637.0,A,ATCT,GA,AHN,ATHENS,US,KAHN,ATHENS/BEN EPPS,ASO,FCT,ATHENS,0800-2000,ATLANTA,A80,T,ATLANTA ARTCC,ZTL,C,ATLANTA,A80,T,ATLANTA ARTCC,ZTL,C,,,,
2025/03/20,12964.0,A,NON-ATCT,NE,AHQ,WAHOO,US,KAHQ,WAHOO MUNI,ACE,,,,OMAHA,R90,T,,,,OMAHA,R90,T,,,,,,,
2025/03/20,12597.0,A,NON-ATCT,NE,AIA,ALLIANCE,US,KAIA,ALLIANCE MUNI,ACE,,,,DENVER ARTCC,ZDV,C,,,,DENVER ARTCC,ZDV,C,,,,,,,
2025/03/20,2696.0,A,NON-ATCT,CO,AIB,NUCLA,US,KAIB,HOPKINS FLD,ANM,,,,DENVER ARTCC,ZDV,C,,,,DENVER ARTCC,ZDV,C,,,,,,,
2025/03/20,5090.1,A,ATCT,IN,AID,ANDERSON,US,KAID,ANDERSON RGNL,AGL,CITY,ANDERSON,0830-1630 MON-SAT,INDIANAPOLIS,IND,A,,,,INDIANAPOLIS,IND,A,,,,,,,
2025/03/20,27010.0,A,NON-ATCT,WI,AIG,ANTIGO,US,KAIG,LANGLADE COUNTY,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,22097.0,A,NON-ATCT,SC,AIK,AIKEN,US,KAIK,AIKEN RGNL,ASO,,,,AUGUSTA,AGS,A,COLUMBIA,CAE,A,AUGUSTA,AGS,A,COLUMBIA,CAE,A,,,,
2025/03/20,5838.0,A,NON-ATCT,IA,AIO,ATLANTIC,US,KAIO,ATLANTIC MUNI,ACE,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,10505.0,A,NON-ATCT,MN,AIT,AITKIN,US,KAIT,AITKIN MUNI/STEVE KURTZ FLD,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,119.0,A,NON-ATCT,AL,AIV,ALICEVILLE,US,KAIV,GEORGE DOWNER,ASO,,,,COLUMBUS,CBM,A,MEMPHIS ARTCC,ZME,C,COLUMBUS,CBM,A,MEMPHIS ARTCC,ZME,C,,,,
2025/03/20,11814.6,A,NON-ATCT,MO,AIZ,KAISER/LAKE OZARK,US,KAIZ,LEE C FINE MEML,ACE,,,,MIZZU,SGF,A,,,,MIZZU,SGF,A,,,,,,,
2025/03/20,4886.0,A,NON-ATCT,IL,AJG,MOUNT CARMEL,US,KAJG,MOUNT CARMEL MUNI,AGL,,,,EVANSVILLE,EVV,A,INDIANAPOLIS ARTCC,ZID,C,EVANSVILLE,EVV,A,INDIANAPOLIS ARTCC,ZID,C,,,,
2025/03/20,1447.3,A,NON-ATCT,CA,AJO,CORONA,US,KAJO,CORONA MUNI,AWP,,,,SOCAL,SCT,T,,,,SOCAL,SCT,T,,,,,,,
2025/03/20,3738.5,A,NON-ATCT,GA,AJR,CORNELIA,US,KAJR,HABERSHAM COUNTY,ASO,,,,ATLANTA ARTCC,ZTL,C,,,,ATLANTA ARTCC,ZTL,C,,,,,,,
2025/03/20,2564.1,A,NON-ATCT,CO,AJZ,DELTA,US,KAJZ,BLAKE FLD,ANM,,,,,,,,,,,,,,,,,,,
2025/03/20,50140.72,A,NON-ATCT,AK,AK15,NUIQSUT,US,PALP,ALPINE AIRSTRIP,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,50548.81,H,NON-ATCT,AK,AK32,NUIQSUT,US,PFNU,OOOGURUK ISLAND,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,50040.5,A,NON-ATCT,AK,AKA,ATKA,US,PAAK,ATKA,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,16739.0,A,NON-ATCT,NC,AKH,GASTONIA,US,KAKH,GASTONIA MUNI,ASO,,,,CHARLOTTE,CLT,A,,,,CHARLOTTE,CLT,A,,,,,,,
2025/03/20,50020.0,A,NON-ATCT,AK,AKI,AKIAK,US,PFAK,AKIAK,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,50016.1,A,NON-ATCT,AK,AKK,AKHIOK,US,PAKH,AKHIOK,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,50416.0,A,ATCT,AK,AKN,KING SALMON,US,PAKN,KING SALMON,AAL,FCT,KING SALMON,0800-2000 1 AUG-14 JUN.  0800-2200 15 JUN- 31 JUL.,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,2503.0,A,NON-ATCT,CO,AKO,AKRON,US,KAKO,COLORADO PLAINS RGNL,ANM,,,,DENVER ARTCC,ZDV,C,,,,DENVER ARTCC,ZDV,C,,,,,,,
2025/03/20,50032.0,A,NON-ATCT,AK,AKP,ANAKTUVUK PASS,US,PAKP,ANAKTUVUK PASS,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,26047.5,A,NON-ATCT,VA,AKQ,WAKEFIELD,US,KAKQ,WAKEFIELD MUNI,AEA,,,,NORFOLK,ORF,A,,,,NORFOLK,ORF,A,,,,,,,
2025/03/20,17524.0,A,NON-ATCT,OH,AKR,AKRON,US,KAKR,AKRON FULTON INTL,AGL,,,,CLEVELAND,CLE,A,CLEVELAND ARTCC,ZOB,C,CLEVELAND,CLE,A,CLEVELAND ARTCC,ZOB,C,,,,
2025/03/20,50420.01,A,NON-ATCT,AK,AKW,KLAWOCK,US,PAKW,KLAWOCK,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,155.32,H,NON-ATCT,AL,AL67,THEODORE,US,,W&T OFFSHORE OTF,ASO,,,,MOBILE,MOB,A,,,,MOBILE,MOB,A,,,,,,,
2025/03/20,14789.0,A,ATCT-TRACON,NY,ALB,ALBANY,US,KALB,ALBANY INTL,AEA,F,ALBANY,24,ALBANY,ALB,A,,,,ALBANY,ALB,A,,,,ALBANY,F,24,
2025/03/20,23305.0,A,NON-ATCT,TX,ALI,ALICE,US,KALI,ALICE INTL,ASW,,,,KINGSVILLE,NQI,A,HOUSTON ARTCC,ZHU,C,KINGSVILLE,NQI,A,HOUSTON ARTCC,ZHU,C,,,,
2025/03/20,14524.0,A,NON-ATCT,NM,ALM,ALAMOGORDO,US,KALM,ALAMOGORDO-WHITE SANDS RGNL,ASW,,,,HOLLOMAN,HMN,A,ALBUQUERQUE ARTCC,ZAB,C,HOLLOMAN,HMN,A,ALBUQUERQUE ARTCC,ZAB,C,,,,
2025/03/20,4372.0,A,ATCT,IL,ALN,ALTON/ST LOUIS,US,KALN,ST LOUIS RGNL,AGL,FCT,REGIONAL,0700-2200,SAINT LOUIS,T75,T,,,,SAINT LOUIS,T75,T,,,,,,,
2025/03/20,6402.0,A,ATCT-TRACON,IA,ALO,WATERLOO,US,KALO,WATERLOO RGNL,ACE,F,WATERLOO,0600-2000,WATERLOO,ALO,A,MINNEAPOLIS ARTCC,"ARTCC ZMP (MINNEAPOLIS, MN)",S,WATERLOO,ALO,A,MINNEAPOLIS ARTCC,"ARTCC ZMP (MINNEAPOLIS, MN)",S,WATERLOO,F,0600-2000,2000-0600
2025/03/20,2510.0,A,NON-ATCT,CO,ALS,ALAMOSA,US,KALS,SAN LUIS VALLEY RGNL/BERGMAN FLD,ANM,,,,DENVER ARTCC,ZDV,C,,,,DENVER ARTCC,ZDV,C,,,,,,,
2025/03/20,26450.0,A,ATCT,WA,ALW,WALLA WALLA,US,KALW,WALLA WALLA RGNL,ANM,FCT,WALLA WALLA,0600-1830,SPOKANE,GEG,A,SEATTLE ARTCC,ZSE,C,SPOKANE,GEG,A,SEATTLE ARTCC,ZSE,C,,,,
2025/03/20,116.0,A,NON-ATCT,AL,ALX,ALEXANDER CITY,US,KALX,THOMAS C RUSSELL FLD,ASO,,,,MONTGOMERY,MGM,A,ATLANTA ARTCC,ZTL,C,MONTGOMERY,MGM,A,ATLANTA ARTCC,ZTL,C,,,,
2025/03/20,23328.0,A,ATCT-TRACON,TX,AMA,AMARILLO,US,KAMA,RICK HUSBAND AMARILLO INTL,ASW,F,AMARILLO,0600-0000,AMARILLO,AMA,A,ALBUQUERQUE ARTCC,ZAB,C,AMARILLO,AMA,A,ALBUQUERQUE ARTCC,ZAB,C,AMARILLO,F,0600-0000,0000-0600
2025/03/20,3619.0,A,NON-ATCT,GA,AMG,ALMA,US,KAMG,BACON COUNTY,ASO,,,,JACKSONVILLE ARTCC,ZJX,C,,,,JACKSONVILLE ARTCC,ZJX,C,,,,,,,
2025/03/20,9515.1,A,NON-ATCT,MI,AMN,ALMA,US,KAMN,GRATIOT COMMUNITY,AGL,,,,GREAT LAKES,AZO,A,CLEVELAND ARTCC,ZOB,C,GREAT LAKES,AZO,A,CLEVELAND ARTCC,ZOB,C,,,,
2025/03/20,18663.8,A,NON-ATCT,OH,AMT,WEST UNION,US,KAMT,ALEXANDER SALAMON,AGL,,,,INDIANAPOLIS ARTCC,ZID,C,,,,INDIANAPOLIS ARTCC,ZID,C,,,,,,,
2025/03/20,5829.0,A,NON-ATCT,IA,AMW,AMES,US,KAMW,AMES MUNI,ACE,,,,DES MOINES,DSM,A,,,,DES MOINES,DSM,A,,,,,,,
2025/03/20,128.0,A,NON-ATCT,AL,ANB,ANNISTON,US,KANB,ANNISTON RGNL,ASO,,,,BIRMINGHAM,BHM,A,,,,BIRMINGHAM,BHM,A,,,,,,,
2025/03/20,50034.0,A,ATCT,AK,ANC,ANCHORAGE,US,PANC,TED STEVENS ANCHORAGE INTL,AAL,F,ANCHORAGE,24,ANCHORAGE,A11,T,,,,ANCHORAGE,A11,T,,,,,,,
2025/03/20,22102.0,A,NON-ATCT,SC,AND,ANDERSON,US,KAND,ANDERSON RGNL,ASO,,,,GREER,GSP,A,ATLANTA ARTCC,ZTL,C,GREER,GSP,A,ATLANTA ARTCC,ZTL,C,,,,
2025/03/20,10827.2,A,ATCT,MN,ANE,MINNEAPOLIS,US,KANE,ANOKA COUNTY/BLAINE (JANES FLD),AGL,FCT,ANOKA,0700-2100 OCT-APR; 0700-2200 MAY-SEP,MINNEAPOLIS,M98,T,,,,MINNEAPOLIS,M98,T,,,,,,,
2025/03/20,50038.0,A,NON-ATCT,AK,ANI,ANIAK,US,PANI,ANIAK,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,10328.0,A,NON-ATCT,MI,ANJ,SAULT STE MARIE,US,KANJ,SAULT STE MARIE MUNI/SANDERSON FLD,AGL,,,,TORONTO ARTCC,APCH/P CALL IS TORONTO ARTCC,S,,,,TORONTO ARTCC,DEP/P CALL IS TORONTO ARTCC,S,,,,,,,
2025/03/20,2719.0,A,NON-ATCT,CO,ANK,SALIDA,US,KANK,SALIDA/HARRIETT ALEXANDER FLD,ANM,,,,DENVER ARTCC,ZDV,C,,,,DENVER ARTCC,ZDV,C,,,,,,,
2025/03/20,8443.0,A,NON-ATCT,MD,ANP,ANNAPOLIS,US,KANP,LEE,AEA,,,,POTOMAC,PCT,T,,,,POTOMAC,PCT,T,,,,,,,
2025/03/20,5092.0,A,NON-ATCT,IN,ANQ,ANGOLA,US,KANQ,TRI-STATE STEUBEN COUNTY,AGL,,,,FORT WAYNE,FWA,A,,,,FORT WAYNE,FWA,A,,,,,,,
2025/03/20,50039.1,A,NON-ATCT,AK,ANV,ANVIK,US,PANV,ANVIK,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,12591.0,A,NON-ATCT,NE,ANW,AINSWORTH,US,KANW,AINSWORTH RGNL,ACE,,,,DENVER ARTCC,ZDV,C,,,,DENVER ARTCC,ZDV,C,,,,,,,
2025/03/20,6463.0,A,NON-ATCT,KS,ANY,ANTHONY,US,KANY,ANTHONY MUNI,ACE,,,,WICHITA,ICT,A,,,,WICHITA,ICT,A,,,,,,,
2025/03/20,4138.0,A,NON-ATCT,ID,AOC,ARCO,US,KAOC,ARCO-BUTTE COUNTY,ANM,,,,SALT LAKE ARTCC,ZLC,C,,,,SALT LAKE ARTCC,ZLC,C,,,,,,,
2025/03/20,18085.1,A,NON-ATCT,OH,AOH,LIMA,US,KAOH,LIMA ALLEN COUNTY,AGL,,,,COLUMBUS,CMH,A,,,,COLUMBUS,CMH,A,,,,,,,
2025/03/20,19685.0,A,NON-ATCT,PA,AOO,ALTOONA,US,KAOO,ALTOONA/BLAIR COUNTY,AEA,,,,JOHNSTOWN,JST,A,CLEVELAND ARTCC,ZOB,C,JOHNSTOWN,JST,A,CLEVELAND ARTCC,ZOB,C,,,,
2025/03/20,11531.0,A,NON-ATCT,MO,AOV,AVA,US,KAOV,AVA BILL MARTIN MEML,ACE,,,,SPRINGFIELD,SGF,A,,,,SPRINGFIELD,SGF,A,,,,,,,
2025/03/20,2572.0,A,ATCT,CO,APA,DENVER,US,KAPA,CENTENNIAL,ANM,F,CENTENNIAL,24,DENVER,D01,T,,,,DENVER,D01,T,,,,,,,
2025/03/20,1933.0,A,ATCT,CA,APC,NAPA,US,KAPC,NAPA COUNTY,AWP,F,NAPA,0700-2000,OAKLAND ARTCC,ZOA,C,,,,OAKLAND ARTCC,ZOA,C,,,,,,,
2025/03/20,3379.0,A,ATCT,FL,APF,NAPLES,US,KAPF,NAPLES MUNI,ASO,FCT,NAPLES,0600-2200,FORT MYERS,RSW,A,MIAMI ARTCC,ZMA,C,FORT MYERS,RSW,A,MIAMI ARTCC,ZMA,C,,,,
2025/03/20,8441.3,A,ATCT,MD,APG,ABERDEEN PROVING GROUNDS (ABERDEEN),US,KAPG,PHILLIPS AAF,AEA,R,PHILLIPS,1300-2100Z++ MON-FRI EXCP HOL. OT TIMES PPR.,POTOMAC,PCT,T,,,,POTOMAC,PCT,T,,,,,,,
2025/03/20,25770.0,A,NON-ATCT,VA,APH,BOWLING GREEN,US,KAPH,MARY WALKER LZ,AEA,,,,POTOMAC,PCT,T,,,,POTOMAC,PCT,T,,,,,,,
2025/03/20,9518.0,A,ATCT-RAPCON,MI,APN,ALPENA,US,KAPN,ALPENA COUNTY RGNL,AGL,A,ALPENA,0800-1600 WKDAYS; EXCP HOLS (ANG).,ALPENA,APN,A,MINNEAPOLIS ARTCC,ZMP,C,ALPENA,APN,A,MINNEAPOLIS ARTCC,ZMP,C,ALPENA,A,0800-1600 WKDAYS (ANG).,1600-0800
2025/03/20,7722.2,A,NON-ATCT,LA,APS,RESERVE,US,KAPS,PORT OF SOUTH LOUISIANA EXEC RGNL,ASW,,,,NEW ORLEANS,MSY,A,,,,NEW ORLEANS,MSY,A,,,,,,,
2025/03/20,23029.5,A,NON-ATCT,TN,APT,JASPER,US,KAPT,MARION COUNTY/BROWN FLD,ASO,,,,CHATTANOOGA,CHA,A,ATLANTA ARTCC,ZTL,C,CHATTANOOGA,CHA,A,ATLANTA ARTCC,ZTL,C,,,,
2025/03/20,1248.1,A,NON-ATCT,CA,APV,APPLE VALLEY,US,KAPV,APPLE VALLEY,AWP,,,, JOSHUA,JCF,T,,,, JOSHUA,JCF,T,,,,,,,
2025/03/20,50623.4,A,NON-ATCT,AK,AQH,QUINHAGAK,US,PAQH,QUINHAGAK,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,24228.0,A,NON-ATCT,TX,AQO,LLANO,US,KAQO,LLANO MUNI,ASW,,,,HOUSTON ARTCC,ZHU,C,,,,HOUSTON ARTCC,ZHU,C,,,,,,,
2025/03/20,10518.0,A,NON-ATCT,MN,AQP,APPLETON,US,KAQP,APPLETON MUNI,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,50548.8,A,NON-ATCT,AK,AQT,NUIQSUT,US,PAQT,NUIQSUT,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,9127.0,A,NON-ATCT,MA,AQW,NORTH ADAMS,US,KAQW,HARRIMAN-AND-WEST,ANE,,,,ALBANY,ALB,A,,,,ALBANY,ALB,A,,,,,,,
2025/03/20,22099.1,A,NON-ATCT,SC,AQX,ALLENDALE,US,KAQX,ALLENDALE COUNTY,ASO,,,,JACKSONVILLE ARTCC,ZJX,C,,,,JACKSONVILLE ARTCC,ZJX,C,,,,,,,
2025/03/20,1056.11,H,NON-ATCT,AR,AR62,LITTLE ROCK,US,,ARKANSAS CHILDREN'S HOSPITAL,ASW,,,,LITTLE ROCK,LIT,A,,,,LITTLE ROCK,LIT,A,,,,,,,
2025/03/20,7670.0,A,ATCT,LA,ARA,NEW IBERIA,US,KARA,ACADIANA RGNL,ASW,FCT,ACADIANA,0600-2100,LAFAYETTE,LFT,A,HOUSTON ARTCC,ZHU,C,LAFAYETTE,LFT,A,HOUSTON ARTCC,ZHU,C,,,,
2025/03/20,9524.0,A,ATCT,MI,ARB,ANN ARBOR,US,KARB,ANN ARBOR MUNI,AGL,F,ANN ARBOR,0800-2000,DETROIT,D21,T,,,,DETROIT,D21,T,,,,,,,
2025/03/20,50039.8,A,NON-ATCT,AK,ARC,ARCTIC VILLAGE,US,PARC,ARCTIC VILLAGE,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,1197.0,A,NON-ATCT,AR,ARG,WALNUT RIDGE,US,KARG,WALNUT RIDGE RGNL,ASW,,,,MEMPHIS ARTCC,ZME,C,,,,MEMPHIS ARTCC,ZME,C,,,,,,,
2025/03/20,25016.11,A,NON-ATCT,TX,ARM,WHARTON,US,KARM,WHARTON RGNL,ASW,,,,HOUSTON ARTCC,ZHU,C,,,,HOUSTON ARTCC,ZHU,C,,,,,,,
2025/03/20,4506.0,A,ATCT,IL,ARR,CHICAGO/AURORA,US,KARR,AURORA MUNI,AGL,F,AURORA,0700-2100,CHICAGO,C90,T,,,,CHICAGO,C90,T,,,,,,,
2025/03/20,16367.0,A,NON-ATCT,NY,ART,WATERTOWN,US,KART,WATERTOWN INTL,AEA,,,,WHEELER-SACK,GTB,A,,,,WHEELER-SACK,GTB,A,,,,,,,
2025/03/20,27393.1,A,NON-ATCT,WI,ARV,MINOCQUA-WOODRUFF,US,KARV,LAKELAND/NOBLE F LEE MEML FLD,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,22123.1,A,NON-ATCT,SC,ARW,BEAUFORT,US,KARW,BEAUFORT EXEC,ASO,,,,BEAUFORT,NBC,A,JACKSONVILLE ARTCC,ZJX,C,BEAUFORT,NBC,A,JACKSONVILLE ARTCC,ZJX,C,,,,
2025/03/20,7744.31,A,NON-ATCT,LA,ASD,SLIDELL,US,KASD,SLIDELL,ASW,,,,NEW ORLEANS,MSY,A,,,,NEW ORLEANS,MSY,A,,,,,,,
2025/03/20,2517.0,A,ATCT-TRACON,CO,ASE,ASPEN,US,KASE,ASPEN-PITKIN COUNTY/SARDY FLD,ANM,F,ASPEN,0700-2000,ASPEN,ASE,A,DENVER ARTCC,ZDV,C,ASPEN,ASE,A,DENVER ARTCC,ZDV,C,ASPEN,F,0700-2000,2000-0700
2025/03/20,1176.0,A,ATCT,AR,ASG,SPRINGDALE,US,KASG,SPRINGDALE MUNI,ASW,FCT,SPRINGDALE,0600-2100,RAZORBACK,FSM,A,MEMPHIS ARTCC,ZME,C,RAZORBACK,FSM,A,MEMPHIS ARTCC,ZME,C,,,,
2025/03/20,13350.0,A,ATCT,NH,ASH,NASHUA,US,KASH,BOIRE FLD,ANE,FCT,NASHUA,0700-2100,BOSTON,A90,T,,,,BOSTON,A90,T,,,,,,,
2025/03/20,16499.3,A,NON-ATCT,NC,ASJ,AHOSKIE,US,KASJ,TRI-COUNTY AT HENRY JOYNER FLD,ASO,,,,WASHINGTON ARTCC,ZDC,C,,,,WASHINGTON ARTCC,ZDC,C,,,,,,,
2025/03/20,24302.0,A,NON-ATCT,TX,ASL,MARSHALL,US,KASL,HARRISON COUNTY,ASW,,,,SHREVEPORT,BAD,A,,,,SHREVEPORT,BAD,A,,,,,,,
2025/03/20,528.1,A,NON-ATCT,AL,ASN,TALLADEGA,US,KASN,TALLADEGA MUNI,ASO,,,,BIRMINGHAM,BHM,A,,,,BIRMINGHAM,BHM,A,,,,,,,
2025/03/20,19354.0,A,NON-ATCT,OR,AST,ASTORIA,US,KAST,ASTORIA RGNL,ANM,,,,SEATTLE ARTCC,ZSE,C,,,,SEATTLE ARTCC,ZSE,C,,,,,,,
2025/03/20,5738.0,A,NON-ATCT,IN,ASW,WARSAW,US,KASW,WARSAW MUNI,AGL,,,,FORT WAYNE,FWA,A,,,,FORT WAYNE,FWA,A,,,,,,,
2025/03/20,27020.0,A,NON-ATCT,WI,ASX,ASHLAND,US,KASX,JOHN F KENNEDY MEML,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
