EFF_DATE,ASOS_AWOS_ID,ASOS_AWOS_TYPE,STATE_CODE,CITY,COUNTRY_CODE,COMMISSIONED_DATE,NAVAID_FLAG,LAT_DEG,LAT_MIN,LAT_SEC,LAT_HEMIS,LAT_DECIMAL,LONG_DEG,LONG_MIN,LONG_SEC,LONG_HEMIS,LONG_DECIMAL,ELEV,SURVEY_METHOD_CODE,PHONE_NO,SECOND_PHONE_NO,SITE_NO,SITE_TYPE_CODE,REMARK
2025/03/20,CSB,AWOS-3PT,NE,CAMBRIDGE,US,,N,40.0,18.0,25.04,N,40.30695555,100.0,9.0,36.73,W,-100.16020277,2415.0,E,308-697-4279,,12669.9,A,
2025/03/20,CSG,ASOS,GA,COLUMBUS,US,1994/07/29,N,32.0,30.0,58.4736,N,32.51624266,84.0,56.0,32.007,W,-84.94222416,387.3,S,706-576-4715,,3728.0,A,
2025/03/20,CSM,ASOS,OK,BURNS FLAT,US,1996/10/17,N,35.0,20.0,23.421,N,35.33983916,99.0,12.0,1.798,W,-99.20049944,1922.1,E,580-562-4811,,18877.0,A,
2025/03/20,CSQ,AWOS-3,IA,CRESTON,US,1992/10/23,N,41.0,1.0,17.0,N,41.02138888,94.0,21.0,48.0,W,-94.36333333,,,641-782-6286,,5937.0,A,
2025/03/20,CSV,ASOS,TN,CROSSVILLE,US,,N,35.0,57.0,3.6229,N,35.95100636,85.0,4.0,53.0377,W,-85.08139936,1865.8,S,931-456-4406,,22935.0,A,
2025/03/20,CT71,AWOS-AV,CT,FARMINGTON,US,,N,41.0,42.0,32.22,N,41.70895,72.0,48.0,7.56,W,-72.8021,363.0,E,,,2814.0,H,AWOS-AV WX BCST ON 129.825 (3 MIC CLICKS).
2025/03/20,CTB,ASOS,MT,CUT BANK,US,,N,48.0,36.0,12.9179,N,48.6035883,112.0,22.0,35.8123,W,-112.37661452,3875.9,S,406-873-2939,,12315.0,A,OPR FULL-TIME 0000-2359.
2025/03/20,CTJ,AWOS-3,GA,CARROLLTON,US,1994/03/31,N,33.0,37.0,52.4563,N,33.63123786,85.0,9.0,13.8439,W,-85.15384552,1132.8,S,770-214-9667,,3705.2,A,
2025/03/20,CTY,AWOS-3PT,FL,CROSS CITY,US,2016/05/05,N,29.0,38.0,0.15,N,29.633375,83.0,6.0,20.12,W,-83.10558888,30.0,S,352-498-0221,,3132.0,A,
2025/03/20,CTZ,AWOS-3,NC,CLINTON,US,,N,34.0,58.0,30.728,N,34.97520222,78.0,21.0,45.9041,W,-78.36275113,141.5,S,910-592-7488,,16638.1,A,
2025/03/20,CUB,ASOS,SC,COLUMBIA,US,,N,33.0,58.0,13.7,N,33.97047222,80.0,59.0,42.9,W,-80.99525,193.4,,803-929-0665,,22210.0,A,
2025/03/20,CUH,AWOS-3PT,OK,CUSHING,US,,N,35.0,57.0,0.1,N,35.95002777,96.0,46.0,24.3,W,-96.77341666,925.1,S,(918) 225-6072,,18905.0,A,
2025/03/20,CUL,AWOS-3,IL,CARMI,US,,N,38.0,5.0,22.125,N,38.08947916,88.0,7.0,23.02,W,-88.12306111,387.9,S,618-382-3760,,4480.12,A,
2025/03/20,CUT,ASOS,SD,CUSTER,US,,N,43.0,43.0,59.2794,N,43.73313316,103.0,36.0,54.4091,W,-103.61511363,5575.0,S,605-206-3961,,22651.1,A,
2025/03/20,CVB,AWOS-3,TX,CASTROVILLE,US,2008/02/14,N,29.0,20.0,34.8858,N,29.34302383,98.0,50.0,58.833,W,-98.84967583,764.3,S,830-931-0232,,23574.1,A,
2025/03/20,CVC,AWOS-3,GA,ATLANTA,US,,N,33.0,37.0,52.3897,N,33.63121936,83.0,50.0,53.5068,W,-83.84819633,786.4,S,770-385-7057,,3641.0,A,
2025/03/20,CVG,ASOS,KY,COVINGTON,US,1995/10/04,N,39.0,2.0,40.0415,N,39.04445597,84.0,40.0,20.6725,W,-84.67240902,865.4,S,859-767-8210,,7090.0,A,
2025/03/20,CVH,AWOS-3,CA,HOLLISTER,US,,N,36.0,53.0,31.08,N,36.89196666,121.0,24.0,37.83,W,-121.41050833,219.0,E,831-636-4394,,1668.0,A,
2025/03/20,CVN,AWOS-3PT,NM,CLOVIS,US,1991/11/14,N,34.0,25.0,35.7249,N,34.42659025,103.0,4.0,39.2881,W,-103.07758002,4215.8,E,575-389-1056,,14578.0,A,
2025/03/20,CVO,AWOS-3PT,OR,CORVALLIS,US,1989/11/21,N,44.0,30.0,4.55,N,44.50126388,123.0,17.0,34.8,W,-123.293,243.0,S,541-754-0081,,19407.0,A,
2025/03/20,CVX,AWOS-3P,MI,CHARLEVOIX,US,2002/09/30,N,45.0,18.0,14.12,N,45.30392222,85.0,16.0,8.05,W,-85.26890277,643.0,E,231-237-9703,,9654.0,A,
2025/03/20,CWA,AWOS-3,WI,MOSINEE,US,1992/02/07,N,44.0,46.0,40.019,N,44.77778305,89.0,39.0,57.28,W,-89.66591111,1277.2,S,715-693-1116,,27406.31,A,
2025/03/20,CWC,AWOS-3,TX,WICHITA FALLS,US,,N,33.0,51.0,47.0,N,33.86305555,98.0,29.0,29.0,W,-98.49138888,1003.0,E,940-766-2967,,25028.0,A,
2025/03/20,CWF,AWOS-3,LA,LAKE CHARLES,US,,N,30.0,12.0,38.1,N,30.21058333,93.0,8.0,35.5,W,-93.14319444,16.5,,337-214-2134,,7594.3,A,
2025/03/20,CWI,AWOS-3PT,IA,CLINTON,US,1989/08/23,N,41.0,49.0,50.7,N,41.83075,90.0,19.0,44.3,W,-90.32897222,707.7,,563-243-8934,,5915.0,A,
2025/03/20,CWV,AWOS-3,GA,CLAXTON,US,1995/09/14,N,32.0,11.0,36.06,N,32.19335,81.0,52.0,23.47,W,-81.87318611,118.9,E,912-739-3768,,3721.7,A,
2025/03/20,CXE,AWOS-3,VA,CHASE CITY,US,2013/08/28,N,36.0,47.0,32.06,N,36.79223888,78.0,30.0,9.73,W,-78.50270277,,,434-372-4506,,25668.0,A,
2025/03/20,CXF,AWOS-3P,AK,COLDFOOT,US,,N,67.0,15.0,5.13,N,67.251425,150.0,12.0,3.35,W,-150.20093055,1088.0,E,907-269-2771,,50114.35,A,
2025/03/20,CXO,ASOS,TX,HOUSTON,US,1996/12/12,N,30.0,21.0,12.2,N,30.35338888,95.0,24.0,54.3,W,-95.41508333,245.0,E,936-760-4237,,24072.1,A,
2025/03/20,CXP,AWOS-3PT,NV,CARSON CITY,US,1998/02/09,N,39.0,11.0,25.922,N,39.19053388,119.0,43.0,54.7207,W,-119.73186686,4689.2,S,775-884-4708,,13042.0,A,
2025/03/20,CXU,AWOS-3T,GA,CAMILLA,US,1996/11/25,N,31.0,12.0,47.4,N,31.21316666,84.0,14.0,6.8,W,-84.23522222,176.4,E,229-336-0744,,3703.0,A,
2025/03/20,CXW,AWOS-2,AR,CONWAY,US,2015/09/09,N,35.0,1.0,17.2,N,35.02144444,92.0,33.0,26.5,W,-92.55736111,274.0,E,501-358-6209,,924.05,A,
2025/03/20,CXY,ASOS,PA,HARRISBURG,US,2000/10/11,N,40.0,13.0,6.4341,N,40.21845391,76.0,51.0,18.7693,W,-76.85521369,335.5,S,717-770-0880,,20502.0,A,
2025/03/20,CYD,AWOS-3,LA,MISSISSIPPI CANYON BLK 807,US,2019/12/11,N,28.0,10.0,10.0,N,28.16944444,89.0,13.0,22.0,W,-89.22277777,151.0,E,504-425-1521,,,,STAND-ALONE AWOS IN THE GULF OF MEXICO NOT ASSOCIATED WITH AN AIRPORT.
2025/03/20,CYS,ASOS,WY,CHEYENNE,US,1995/11/03,N,41.0,9.0,20.3,N,41.15563888,104.0,48.0,37.7,W,-104.81047222,6159.9,E,307-632-7680,,27759.0,A,
2025/03/20,CYW,AWOS-3T,KS,CLAY CENTER,US,2018/03/29,N,39.0,22.0,49.8,N,39.3805,97.0,9.0,44.1,W,-97.16225,1209.0,E,785-777-2507,,6533.0,A,
2025/03/20,CZF,AWOS-3,AK,CAPE ROMANZOF,US,1995/02/28,N,61.0,46.0,54.5105,N,61.78180847,166.0,2.0,13.0755,W,-166.03696541,464.1,E,907-552-2869,,50088.0,A,
2025/03/20,CZG,AWOS-3,NY,ENDICOTT,US,1995/10/24,N,42.0,4.0,43.1318,N,42.07864772,76.0,5.0,36.4367,W,-76.09345463,824.9,S,607-785-2926,,15218.0,A,
2025/03/20,CZL,AWOS-3PT,GA,CALHOUN,US,2006/10/05,N,34.0,27.0,18.9242,N,34.45525672,84.0,56.0,11.7352,W,-84.93659311,641.0,S,706-578-1205,,3701.1,A,
2025/03/20,CZT,AWOS-3,TX,CARRIZO SPRINGS,US,,N,28.0,31.0,14.5,N,28.52069444,99.0,49.0,10.3,W,-99.81952777,577.0,E,830-876-9243,,23560.0,A,
2025/03/20,D09,AWOS-3PT,ND,BOTTINEAU,US,2022/09/08,N,48.0,49.0,53.76,N,48.8316,100.0,24.0,56.11,W,-100.41558611,1707.0,E,701-228-2688,,17268.1,A,
2025/03/20,D25,AWOS-3PT,WI,MANITOWISH WATERS,US,2011/10/28,N,46.0,7.0,12.8174,N,46.12022705,89.0,52.0,55.9199,W,-89.88219997,1610.3,E,715-543-2004,,27348.0,A,
2025/03/20,D39,AWOS-3,MN,SAUK CENTRE,US,2009/11/06,N,45.0,42.0,20.2603,N,45.70562786,94.0,55.0,50.9381,W,-94.93081613,1242.7,S,320-352-0136,,10984.0,A,"(SURVEY_METHOD_CODE) 3RD PARTY SURVEY, 23 SEP 2009."
2025/03/20,D50,AWOS-3,ND,CROSBY,US,,N,48.0,55.0,46.1517,N,48.92948658,103.0,17.0,44.9744,W,-103.29582622,1941.0,,701-965-6732,,17292.0,A,
2025/03/20,D55,AWOS-3,ND,LANGDON,US,,N,48.0,45.0,11.3,N,48.75313888,98.0,23.0,37.3,W,-98.39369444,1608.4,,701-256-2121,,17382.0,A,
2025/03/20,D57,AWOS-3P,ND,GLEN ULLIN,US,2018/03/29,N,46.0,46.0,51.5,N,46.78097222,101.0,51.0,54.7,W,-101.86519444,2089.0,E,701-348-9581,,17340.0,A,
2025/03/20,D60,AWOS-3,ND,TIOGA,US,,N,48.0,23.0,0.1832,N,48.38338422,102.0,53.0,54.5636,W,-102.89848988,2237.2,,701-664-4490,,17468.6,A,
2025/03/20,D73,AWOS-3PT,GA,MONROE,US,1996/11/20,N,33.0,46.0,57.21,N,33.78255833,83.0,41.0,40.93,W,-83.69470277,833.8,E,678-635-3668,,3928.0,A,
2025/03/20,D76,AWOS-3P,AK,NOORVIK,US,,N,66.0,49.0,6.87,N,66.818575,161.0,1.0,25.69,W,-161.02380277,46.0,S,907-636-2010,,50541.0,A,
2025/03/20,D95,AWOS-3P,MI,LAPEER,US,2012/01/23,N,43.0,3.0,59.3,N,43.06647222,83.0,16.0,17.6,W,-83.27155555,834.6,E,810-664-5038,,10013.0,A,
2025/03/20,DAB,ASOS,FL,DAYTONA BEACH,US,1995/06/19,N,29.0,10.0,24.7168,N,29.17353244,81.0,4.0,18.7208,W,-81.07186688,26.3,S,386-232-5134,,3147.0,A,
2025/03/20,DAG,ASOS,CA,DAGGETT,US,2000/08/23,N,34.0,51.0,13.368,N,34.85371333,116.0,47.0,12.075,W,-116.7866875,1930.0,S,760-254-3630,,1479.0,A,
2025/03/20,DAL,ASOS,TX,DALLAS,US,1997/12/04,N,32.0,50.0,45.401,N,32.84594472,96.0,51.0,3.156,W,-96.85087666,486.9,E,214-353-1551,,23713.0,A,
2025/03/20,DAN,ASOS,VA,DANVILLE,US,2000/08/16,N,36.0,34.0,22.0,N,36.57277777,79.0,20.0,10.0,W,-79.33611111,,,434-799-1701,,25725.0,A,
2025/03/20,DAW,ASOS,NH,ROCHESTER,US,,N,43.0,17.0,2.6,N,43.28405555,70.0,55.0,45.4,W,-70.92927777,321.5,S,603-332-7814,,13395.0,A,
2025/03/20,DAY,ASOS,OH,DAYTON,US,1995/11/01,N,39.0,53.0,51.4639,N,39.89762886,84.0,14.0,37.94,W,-84.24387222,991.6,S,937-415-6819,,17818.0,A,
2025/03/20,DBN,AWOS-3,GA,DUBLIN,US,1996/11/21,N,32.0,33.0,52.0,N,32.56444444,82.0,59.0,7.0,W,-82.98527777,311.0,S,478-277-9051,,3766.0,A,
2025/03/20,DBQ,ASOS,IA,DUBUQUE,US,1995/09/05,N,42.0,24.0,7.2,N,42.402,90.0,42.0,34.1,W,-90.70947222,1076.5,,563-557-2579,,5957.0,A,
2025/03/20,DCA,ASOS,DC,WASHINGTON,US,,N,38.0,51.0,6.8987,N,38.8519163,77.0,2.0,15.7162,W,-77.03769894,14.8,E,276-200-0159,,3001.0,A,
2025/03/20,DCM,AWOS-3,SC,CHESTER,US,2007/11/27,N,34.0,47.0,21.6,N,34.78933333,81.0,11.0,44.8,W,-81.19577777,656.6,S,803-385-2011,,22190.0,A,
2025/03/20,DCU,ASOS,AL,DECATUR,US,1996/10/31,N,34.0,39.0,14.6,N,34.65405555,86.0,56.0,43.3,W,-86.94536111,592.0,E,256-350-4270,,251.0,A,
2025/03/20,DCY,AWOS-3PT,IN,WASHINGTON,US,,N,38.0,41.0,42.6445,N,38.69517902,87.0,7.0,59.4196,W,-87.13317211,470.7,S,812-257-8889,,5740.1,A,
2025/03/20,DDC,ASOS,KS,DODGE CITY,US,1992/09/01,N,37.0,45.0,47.0,N,37.76305555,99.0,57.0,56.0,W,-99.96555555,,,620-227-9721,,6557.0,A,
2025/03/20,DDH,ASOS,VT,BENNINGTON,US,,N,42.0,53.0,36.613,N,42.89350361,73.0,14.0,55.4958,W,-73.24874883,790.7,S,802-442-6059,,25361.0,A,
2025/03/20,DEC,ASOS,IL,DECATUR,US,,N,39.0,50.0,4.425,N,39.8345625,88.0,51.0,56.481,W,-88.86568916,681.9,S,217-429-0052,,4564.0,A,
2025/03/20,DED,AWOS-3,FL,DELAND,US,,N,29.0,4.0,1.3,N,29.06702777,81.0,17.0,1.5,W,-81.28375,79.1,E,386-740-5811,,3156.0,A,
2025/03/20,DEE,ASOS,AK,DEERING,US,,N,66.0,4.0,10.32,N,66.06953333,162.0,45.0,40.9,W,-162.76136111,18.0,E,907-363-2102,,50145.1,A,
2025/03/20,DEH,AWOS-3,IA,DECORAH,US,1992/12/11,N,43.0,16.0,32.0,N,43.27555555,91.0,44.0,22.0,W,-91.73944444,,,563-382-2990,,5943.2,A,
2025/03/20,DEN,ASOS,CO,DENVER,US,1994/01/19,N,39.0,51.0,42.0,N,39.86166666,104.0,40.0,23.4,W,-104.67316666,5433.8,S,719-204-1223,,2573.0,A,
2025/03/20,DEQ,ASOS,AR,DE QUEEN,US,,N,34.0,2.0,49.184,N,34.04699555,94.0,23.0,57.716,W,-94.39936555,354.8,S,870-642-7829,,942.2,A,
2025/03/20,DET,ASOS,MI,DETROIT,US,2000/10/19,N,42.0,24.0,26.0906,N,42.40724738,83.0,0.0,32.3239,W,-83.00897886,623.6,S,313-371-9696,,9725.0,A,
2025/03/20,DEW,ASOS,WA,DEER PARK,US,1998/11/13,N,47.0,58.0,27.0574,N,47.97418261,117.0,25.0,45.0072,W,-117.42916866,2204.5,S,509-276-2303,,26184.0,A,
2025/03/20,DFI,ASOS,OH,DEFIANCE,US,1997/01/26,N,41.0,20.0,8.6138,N,41.33572605,84.0,25.0,42.5691,W,-84.42849141,705.8,S,419-658-2301,,17834.0,A,
2025/03/20,DFW,ASOS,TX,DALLAS-FORT WORTH,US,1995/12/04,N,32.0,53.0,50.7578,N,32.89743272,97.0,2.0,18.9654,W,-97.0386015,546.0,S,972-615-2608,,23710.6,A,
2025/03/20,DGG,AWOS-3P,AK,RED DOG,US,,N,68.0,1.0,43.2348,N,68.02867633,162.0,54.0,43.2833,W,-162.91202313,968.0,E,907-754-5000,,50651.0,A,(LAT_DEG) CURRENT LAT/LONG AND ELEV ARE TO MATCH 2-23-2023 AIRNAV DATA.
2025/03/20,DGW,ASOS,WY,DOUGLAS,US,,N,42.0,47.0,49.9,N,42.79719444,105.0,23.0,9.0,W,-105.38583333,4932.7,E,307-358-4448,,27772.5,A,OPR FULL-TIME 0000-2359.
2025/03/20,DHN,ASOS,AL,DOTHAN,US,,N,31.0,19.0,15.7,N,31.32102777,85.0,26.0,58.1,W,-85.44947222,400.8,S,334-983-5999,,267.0,A,
2025/03/20,DHT,ASOS,TX,DALHART,US,,N,36.0,1.0,20.9,N,36.02247222,102.0,32.0,50.6,W,-102.54738888,3991.1,S,806-249-5671,,23708.0,A,
2025/03/20,DIJ,AWOS-3PT,ID,DRIGGS,US,2005/11/14,N,43.0,44.0,30.95,N,43.74193055,111.0,5.0,52.299,W,-111.09786083,6230.5,,208-354-6661,,4184.0,A,(COMM_DECOMM_DATE) AWSS.
2025/03/20,DIK,ASOS,ND,DICKINSON,US,,N,46.0,47.0,58.9515,N,46.79970875,102.0,47.0,49.6487,W,-102.79712463,2583.2,S,701-227-0280,,17304.0,A,
2025/03/20,DKB,AWOS-3,IL,DE KALB,US,,N,41.0,56.0,1.8033,N,41.93383425,88.0,42.0,20.471,W,-88.70568638,912.6,S,815-748-2350,,4567.0,A,
2025/03/20,DKK,ASOS,NY,DUNKIRK,US,1997/02/27,N,42.0,29.0,35.6033,N,42.49322313,79.0,16.0,34.4428,W,-79.27623411,669.1,,716-366-7664,,15157.0,A,
2025/03/20,DKR,AWOS-3PT,TX,CROCKETT,US,,N,31.0,18.0,34.9078,N,31.30969661,95.0,24.0,14.058,W,-95.403905,342.5,S,936-545-8510,,23673.1,A,CEILINGS UNAVBL.
2025/03/20,DKX,AWOS-3,TN,KNOXVILLE,US,1991/03/19,N,35.0,57.0,56.77,N,35.96576944,83.0,52.0,17.99,W,-83.87166388,828.0,,865-579-6151,,23043.0,A,
2025/03/20,DLG,AWOS-3P,AK,DILLINGHAM,US,1997/03/21,N,59.0,2.0,40.8,N,59.04466666,158.0,30.0,19.8,W,-158.5055,82.2,S,907-842-2137,,50153.0,A,AWOS-3P AVBL WHEN DLG FSS CLSD.
2025/03/20,DLH,ASOS,MN,DULUTH,US,1996/05/08,N,46.0,50.0,31.4511,N,46.84206975,92.0,11.0,35.654,W,-92.19323722,1427.8,E,218-208-0194,,10653.0,A,
2025/03/20,DLL,AWOS-3,WI,BARABOO,US,1994/12/06,N,43.0,31.0,25.0894,N,43.52363594,89.0,46.0,25.0586,W,-89.77362738,976.9,S,608-356-1071,,27036.0,A,
2025/03/20,DLN,ASOS,MT,DILLON,US,1997/05/22,N,45.0,15.0,19.3,N,45.25536111,112.0,33.0,9.0,W,-112.5525,5244.7,S,406-683-5470,,12324.0,A,
2025/03/20,DLO,AWOS-3P,CA,DELANO,US,1989/10/25,N,35.0,44.0,41.69,N,35.74491388,119.0,14.0,19.43,W,-119.23873055,312.0,E,661-721-2668,,1497.0,A,
2025/03/20,DLP,AWOS-3,MS,WEST DELTA,US,,N,29.0,7.0,17.0,N,29.12138888,89.0,32.0,50.0,W,-89.54722222,,,,,,,STAND-ALONE FACILITY LCTD IN THE GULF OF MEXICO NOT ASSOCIATED WITH AN AIRPORT OR NAVAID.
2025/03/20,DLS,ASOS,OR,THE DALLES,US,,N,45.0,37.0,9.6786,N,45.61935516,121.0,10.0,5.7926,W,-121.16827572,246.5,S,509-767-1726,,19614.0,A,
2025/03/20,DLZ,AWOS-3,OH,DELAWARE,US,2003/10/31,N,40.0,16.0,46.9,N,40.27969444,83.0,6.0,53.3,W,-83.11480555,945.1,E,740-203-1878,,17848.0,A,
2025/03/20,DMN,ASOS,NM,DEMING,US,,N,32.0,15.0,44.6,N,32.26238888,107.0,43.0,8.4,W,-107.719,4314.0,E,575-544-4347,,14595.0,A,
2025/03/20,DMO,ASOS,MO,SEDALIA,US,1995/11/02,N,38.0,42.0,25.0,N,38.70694444,93.0,10.0,34.0,W,-93.17611111,,,660-826-8225,,12107.2,A,
2025/03/20,DMW,AWOS-3,MD,WESTMINSTER,US,1988/10/27,N,39.0,36.0,29.8,N,39.60827777,77.0,0.0,27.6,W,-77.00766666,789.2,E,410-876-1281,,8677.0,A,
2025/03/20,DNA,AWOS-3PT,NM,SANTA TERESA,US,2017/04/27,N,31.0,52.0,29.94,N,31.87498333,106.0,41.0,38.85,W,-106.694125,4113.0,E,575-589-2643,,14733.8,A,
2025/03/20,DNL,ASOS,GA,AUGUSTA,US,1995/12/05,N,33.0,27.0,59.7,N,33.46658333,82.0,2.0,21.8,W,-82.03938888,422.1,S,706-481-8629,,3646.0,A,
2025/03/20,DNN,AWOS-3PT,GA,DALTON,US,1989/08/10,N,34.0,43.0,20.555,N,34.72237638,84.0,52.0,18.5704,W,-84.87182511,697.4,S,706-278-7010,,3752.0,A,
2025/03/20,DNS,AWOS-3,IA,DENISON,US,1990/12/13,N,41.0,59.0,11.7,N,41.98658333,95.0,22.0,49.8,W,-95.3805,1274.0,,712-263-6558,,5946.0,A,
2025/03/20,DNV,AWOS-3,IL,DANVILLE,US,1993/04/05,N,40.0,11.0,59.378,N,40.19982722,87.0,35.0,42.599,W,-87.59516638,696.9,E,217-442-4660,,4562.1,A,
2025/03/20,DPA,ASOS,IL,CHICAGO/WEST CHICAGO,US,1997/06/03,N,41.0,54.0,44.1191,N,41.9122553,88.0,15.0,18.1874,W,-88.25505205,754.1,S,630-587-3668,,4508.6,A,
2025/03/20,DPL,AWOS-3,NC,KENANSVILLE,US,1997/11/28,N,34.0,59.0,57.92,N,34.99942222,77.0,58.0,47.78,W,-77.97993888,127.5,S,910-296-9688,,16827.0,A,
2025/03/20,DQH,AWOS-3,GA,DOUGLAS,US,1995/10/26,N,31.0,28.0,36.259,N,31.47673861,82.0,51.0,38.041,W,-82.86056694,256.5,E,912-383-7258,,3760.0,A,
2025/03/20,DRI,AWOS-3PT,LA,DE RIDDER,US,,N,30.0,50.0,3.8802,N,30.83441116,93.0,20.0,8.9798,W,-93.33582772,193.2,,337-463-8278,,7493.0,A,
2025/03/20,DRM,AWOS-3,MI,DRUMMOND ISLAND,US,2005/12/09,N,46.0,0.0,33.521,N,46.00931138,83.0,44.0,38.163,W,-83.74393416,668.4,E,906-493-6410,,9768.0,A,
2025/03/20,DRO,ASOS,CO,DURANGO,US,1996/09/16,N,37.0,9.0,5.46,N,37.15151666,107.0,45.0,13.569,W,-107.75376916,6685.3,,970-259-3579,,2586.1,A,
2025/03/20,DRP,AWOS-3P,AR,COLT,US,2023/08/10,N,35.0,7.0,16.5977,N,35.12127713,90.0,49.0,27.8779,W,-90.82441052,239.0,E,870-630-8144,,922.0,A,
2025/03/20,DRT,ASOS,TX,DEL RIO,US,1996/04/02,N,29.0,22.0,27.145,N,29.37420694,100.0,55.0,37.765,W,-100.92715694,1002.2,E,830-282-0257,,23745.0,A,
2025/03/20,DSF,AWOS-3,LA,MISSISSIPPI CANYON 650,US,2016/09/15,N,28.0,20.0,33.33,N,28.34259166,88.0,15.0,53.63,W,-88.26489722,130.0,E,985-773-7295,,,,WINDS UNREL.; STAND-ALONE FACILITY LCTD IN THE GULF OF MEXICO NOT ASSOCIATED WITH AN AIRPORT OR NAVAID.
2025/03/20,DSM,ASOS,IA,DES MOINES,US,1995/11/30,N,41.0,32.0,2.3,N,41.53397222,93.0,39.0,47.1,W,-93.66308333,957.9,S,515-218-1035,,5950.0,A,
2025/03/20,DSV,ASOS,NY,DANSVILLE,US,1999/03/01,N,42.0,34.0,11.5473,N,42.56987425,77.0,42.0,51.3471,W,-77.71426308,643.3,S,585-335-2380,,15125.0,A,
2025/03/20,DTA,AWOS-3,UT,DELTA,US,1990/05/03,N,39.0,23.0,16.2244,N,39.38784011,112.0,30.0,14.6869,W,-112.50407969,4756.3,S,435-864-4241,,25121.0,A,
2025/03/20,DTL,AWOS-3PT,MN,DETROIT LAKES,US,1991/01/25,N,46.0,49.0,42.9927,N,46.82860908,95.0,53.0,8.627,W,-95.88572972,1391.6,S,218-847-8626,,10650.0,A,
2025/03/20,DTN,ASOS,LA,SHREVEPORT,US,1997/05/20,N,32.0,32.0,23.4492,N,32.539847,93.0,44.0,46.2724,W,-93.74618677,172.2,S,318-425-7967,,7739.0,A,
2025/03/20,DTO,ASOS,TX,DENTON,US,1995/07/28,N,33.0,12.0,31.918,N,33.20886611,97.0,11.0,57.1863,W,-97.19921841,635.4,S,940-383-8457,,23750.0,A,
2025/03/20,DTS,ASOS,FL,DESTIN,US,1996/11/08,N,30.0,24.0,0.1975,N,30.40005486,86.0,28.0,17.3025,W,-86.47147291,21.5,E,850-654-7128,,3157.0,A,
2025/03/20,DTW,ASOS,MI,DETROIT,US,2008/04/30,N,42.0,12.0,44.752,N,42.21243111,83.0,21.0,12.216,W,-83.35339333,645.2,E,231-202-2054,,9749.0,A,
2025/03/20,DUA,AWOS-3,OK,DURANT,US,,N,33.0,56.0,32.1622,N,33.94226727,96.0,23.0,40.3129,W,-96.39453136,699.0,S,580-931-3790,,18934.0,A,
2025/03/20,DUB,AWOS-3PT,WY,DUBOIS,US,2003/06/04,N,43.0,32.0,55.145,N,43.54865138,109.0,41.0,26.98,W,-109.69082777,7298.6,S,307-455-2211,,27777.1,A,
2025/03/20,DUC,AWOS-3,OK,DUNCAN,US,,N,34.0,28.0,16.7,N,34.47130555,97.0,57.0,35.5,W,-97.95986111,1114.3,S,580-252-4547,,18932.0,A,
2025/03/20,DUG,ASOS,AZ,DOUGLAS BISBEE,US,,N,31.0,28.0,8.2,N,31.46894444,109.0,36.0,13.5,W,-109.60375,4150.2,,520-364-7208,,671.0,A,
2025/03/20,DUH,AWOS-3,MI,LAMBERTVILLE,US,1995/12/04,N,41.0,44.0,9.15,N,41.735875,83.0,39.0,20.75,W,-83.65576388,671.0,E,734-856-1563,,10007.0,A,
2025/03/20,DUJ,ASOS,PA,DUBOIS,US,2000/06/14,N,41.0,10.0,41.8,N,41.17827777,78.0,53.0,55.3,W,-78.89869444,1816.8,E,814-328-5140,,20243.1,A,
2025/03/20,DUT,AWOS-3P,AK,UNALASKA,US,1990/09/19,N,53.0,53.0,47.537,N,53.89653805,166.0,32.0,36.707,W,-166.54352972,21.3,S,907-581-2803,,50801.0,A,
2025/03/20,DUX,AWOS-3,TX,DUMAS,US,,N,35.0,51.0,38.9,N,35.86080555,102.0,0.0,34.15,W,-102.00948611,3705.0,,806-934-3390,,23785.1,A,
2025/03/20,DVK,AWOS-3,KY,DANVILLE,US,1994/11/10,N,37.0,34.0,39.2705,N,37.57757513,84.0,46.0,10.1922,W,-84.76949783,1022.0,,859-854-0058,,7101.0,A,
2025/03/20,DVL,AWOS-3PT,ND,DEVILS LAKE,US,1991/01/01,N,48.0,6.0,49.1175,N,48.11364375,98.0,54.0,12.3656,W,-98.90343488,1436.3,S,701-662-7214,,17302.0,A,
2025/03/20,DVN,ASOS,IA,DAVENPORT,US,1996/04/19,N,41.0,36.0,38.0,N,41.61055555,90.0,35.0,19.0,W,-90.58861111,,,563-388-2154,,5941.2,A,
2025/03/20,DVO,AWOS-3P,CA,NOVATO,US,,N,38.0,8.0,30.31,N,38.14175277,122.0,33.0,16.82,W,-122.55467222,2.0,E,415-897-2236,,1967.0,A,
2025/03/20,DVP,AWOS-3,MN,SLAYTON,US,2005/08/16,N,43.0,59.0,12.481,N,43.98680027,95.0,46.0,57.397,W,-95.78261027,1623.0,E,507-836-6128,,10995.01,A,
2025/03/20,DVT,ASOS,AZ,PHOENIX,US,,N,33.0,41.0,17.9,N,33.68830555,112.0,4.0,57.2,W,-112.08255555,1478.1,E,623-587-7764,,751.4,A,
2025/03/20,DWA,AWOS-3P,CA,DAVIS/WOODLAND/WINTERS,US,2004/08/27,N,38.0,34.0,49.0,N,38.58027777,121.0,51.0,15.4,W,-121.85427777,98.0,E,530-750-2759,,1488.0,A,
