EFF_DATE,HP_NAME,HP_NO,STATE_CODE,COUNTRY_CODE,CHARTING_TYPE_DESC
2025/03/20,CAKIB WP*FL*K7,2,FL,US,MILITARY IAP
2025/03/20,CAKIP WP*OK*K4,1,OK,US,IAP
2025/03/20,CAKOB WP*TX*K4,1,TX,US,IAP
2025/03/20,CAKOM WP*VA*K6,1,VA,US,IAP
2025/03/20,CAKOP WP*MS*K7,1,MS,US,IAP
2025/03/20,CAKTU INT*KS*K3,1,KS,US,IAP
2025/03/20,CAKUN WP*VA*K6,1,VA,US,SPECIAL IAP
2025/03/20,CALAD WP*MT*K1,1,MT,US,IAP
2025/03/20,CALAI INT*NV*K2,1,NV,US,MILITARY IAP
2025/03/20,CALCO INT*AL*K7,1,AL,US,ENROUTE HIGH
2025/03/20,CALCO INT*AL*K7,2,AL,US,ENROUTE HIGH
2025/03/20,CALDE LOM*IL,1,IL,US,IAP
2025/03/20,CALEB INT*MO*K3,1,MO,US,MILITARY IAP
2025/03/20,CALEX WP*TX*K4,1,TX,US,IAP
2025/03/20,CALEY INT*VA*K6,1,VA,US,IAP
2025/03/20,CALEY WP*VA*K6,2,VA,US,IAP
2025/03/20,CALGA WP*AK*PA,1,AK,US,IAP
2025/03/20,CALIF INT*KY*K5,1,KY,US,IAP
2025/03/20,CALIF WP*KY*K5,2,KY,US,IAP
2025/03/20,CALIF WP*KY*K5,3,KY,US,IAP
2025/03/20,CALIV WP*PA*K6,1,PA,US,IAP
2025/03/20,CALIX INT*MI*K5,1,MI,US,MILITARY IAP
2025/03/20,CALKI WP*OK*K4,1,OK,US,IAP
2025/03/20,CALOO LOM*FL,1,FL,US,IAP
2025/03/20,CALOO LOM*FL,2,FL,US,IAP
2025/03/20,CALOT WP*ND*K3,1,ND,US,IAP
2025/03/20,CALPO WP*OK*K4,1,OK,US,MILITARY IAP
2025/03/20,CALRA WP*AZ*K2,1,AZ,US,IAP
2025/03/20,CALRA WP*AZ*K2,2,AZ,US,IAP
2025/03/20,CALRO WP*NE*K3,1,NE,US,IAP
2025/03/20,CALRY WP*CA*K2,1,CA,US,IAP
2025/03/20,CALTU WP*MN*K3,1,MN,US,IAP
2025/03/20,CALUM WP*IA*K3,1,IA,US,IAP
2025/03/20,CALVERTON VOR/DME*NY,1,NY,US,ENROUTE LOW
2025/03/20,CALVERTON VOR/DME*NY,1,NY,US,IAP
2025/03/20,CALVERTON VOR/DME*NY,2,NY,US,IAP
2025/03/20,CALVERTON VOR/DME*NY,3,NY,US,STAR
2025/03/20,CALVN WP*VA*K6,1,VA,US,IAP
2025/03/20,CAMAN INT*MO*K3,1,MO,US,IAP
2025/03/20,CAMARILLO VOR/DME*CA,1,CA,US,IAP
2025/03/20,CAMBA WP*AZ*K2,1,AZ,US,IAP
2025/03/20,CAMBE INT*FL*K7,1,FL,US,ENROUTE LOW
2025/03/20,CAMBE INT*FL*K7,1,FL,US,IAP
2025/03/20,CAMBE INT*FL*K7,3,FL,US,IAP
2025/03/20,CAMBE WP*FL*K7,2,FL,US,IAP
2025/03/20,CAMBL INT*SC*K7,1,SC,US,MILITARY IAP
2025/03/20,CAMBRIDGE VOR/DME*NY,1,NY,US,IAP
2025/03/20,CAMBRIDGE VOR/DME*NY,2,NY,US,NOT REQUIRED
2025/03/20,CAMBRIDGE VOR/DME*NY,3,NY,US,IAP
2025/03/20,CAMBRIDGE VOR/DME*NY,3,NY,US,SID
2025/03/20,CAMCO INT*CA*K2,1,CA,US,NOT REQUIRED
2025/03/20,CAMDO INT*MO*K3,2,MO,US,IAP
2025/03/20,CAMDO WP*MO*K3,1,MO,US,STAR
2025/03/20,CAMEA WP*MO*K3,1,MO,US,IAP
2025/03/20,CAMEO INT*LA*K4,1,LA,US,ENROUTE HIGH
2025/03/20,CAMEY WP*NY*K6,1,NY,US,IAP
2025/03/20,CAMGI WP*GA*K7,1,GA,US,MILITARY IAP
2025/03/20,CAMIR WP*VA*K6,1,VA,US,NOT REQUIRED
2025/03/20,CAMJO WP*FL*K7,1,FL,US,STAR
2025/03/20,CAMLI WP*IL*K5,1,IL,US,IAP
2025/03/20,CAMME INT*OK*K4,1,OK,US,MILITARY IAP
2025/03/20,CAMMS WP*OH*K5,1,OH,US,IAP
2025/03/20,CAMOB WP*OK*K4,1,OK,US,IAP
2025/03/20,CAMOR LOM*PA,1,PA,US,IAP
2025/03/20,CAMP GUERNSEY NDB*WY,1,WY,US,IAP
2025/03/20,CAMP NDB*NC,1,NC,US,IAP
2025/03/20,CAMP RIPLEY NDB*MN,1,MN,US,MILITARY IAP
2025/03/20,CAMP RIPLEY NDB*MN,2,MN,US,MILITARY IAP
2025/03/20,CAMPO WP*ME*K6,1,ME,US,IAP
2025/03/20,CAMPS INT*HI*PH,1,HI,US,STAR
2025/03/20,CAMPS INT*HI*PH,2,HI,US,IAP
2025/03/20,CAMPU WP*CT*K6,1,CT,US,IAP
2025/03/20,CAMPY INT*WI*K5,1,WI,US,IAP
2025/03/20,CAMRN INT*NJ*K6,1,NJ,US,STAR
2025/03/20,CAMRR INT*CA*K2,1,CA,US,IAP
2025/03/20,CAMSA WP*OK*K4,1,OK,US,IAP
2025/03/20,CAMTN WP*NH*K6,1,NH,US,ENROUTE HIGH
2025/03/20,CAMUV WP*AL*K7,1,AL,US,IAP
2025/03/20,CANAL WP*OA*K,1,OA,US,ENROUTE HIGH
2025/03/20,"CANAY WP*MICRONESIA, FED STATES OF*K2",1,,FM,IAP
2025/03/20,"CANAY WP*MICRONESIA, FED STATES OF*K2",1,,FM,MILITARY IAP
2025/03/20,CANBY INT*OR*K1,1,OR,US,IAP
2025/03/20,CANDO INT*IN*K5,1,IN,US,MILITARY IAP
2025/03/20,CANEK INT*ID*K1,1,ID,US,NOT REQUIRED
2025/03/20,CANEK INT*ID*K1,2,ID,US,IAP
2025/03/20,CANEK INT*ID*K1,2,ID,US,MILITARY IAP
2025/03/20,CANEK WP*ID*K1,3,ID,US,IAP
2025/03/20,CANEN WP*WY*K1,1,WY,US,IAP
2025/03/20,CANIN INT*FL*K7,1,FL,US,MILITARY IAP
2025/03/20,CANIN INT*FL*K7,2,FL,US,MILITARY IAP
2025/03/20,CANIN INT*FL*K7,3,FL,US,MILITARY IAP
2025/03/20,CANIN INT*FL*K7,4,FL,US,MILITARY IAP
2025/03/20,CANIN INT*FL*K7,5,FL,US,MILITARY IAP
2025/03/20,CANLA WP*KY*K5,1,KY,US,IAP
2025/03/20,CANNY INT*DE*K6,1,DE,US,ENROUTE LOW
2025/03/20,CANOG INT*CA*K2,1,CA,US,IAP
2025/03/20,CANOG WP*CA*K2,2,CA,US,IAP
2025/03/20,CANRI INT*CA*K2,1,CA,US,IAP
2025/03/20,CANTO INT*OK*K4,1,OK,US,MILITARY IAP
2025/03/20,CANTY INT*NY*K6,1,NY,US,IAP
2025/03/20,CANTY WP*NY*K6,2,NY,US,IAP
2025/03/20,CAPE CHARLES VORTAC*VA,1,VA,US,IAP
2025/03/20,CAPE CHARLES VORTAC*VA,2,VA,US,NOT REQUIRED
2025/03/20,CAPE ROMANZOF NDB*AK,1,AK,US,NOT REQUIRED
2025/03/20,CAPEN INT*FL*K7,1,FL,US,IAP
2025/03/20,CAPEN INT*FL*K7,2,FL,US,IAP
2025/03/20,CAPLI WP*OK*K4,1,OK,US,IAP
2025/03/20,CAPNA WP*WV*K6,1,WV,US,IAP
2025/03/20,CAPNU INT*NY*K6,2,NY,US,IAP
2025/03/20,CAPNU WP*NY*K6,1,NY,US,IAP
2025/03/20,CAPOK LOM*FL,1,FL,US,IAP
2025/03/20,CAPRE WP*AK*PA,1,AK,US,IAP
2025/03/20,CAPSS WP*VA*K6,1,VA,US,STAR
2025/03/20,CAPTI INT*TX*K4,1,TX,US,STAR
2025/03/20,CAPTI WP*TX*K4,2,TX,US,IAP
2025/03/20,CAPTO INT*CA*K2,1,CA,US,NOT REQUIRED
2025/03/20,CAPTO INT*CA*K2,2,CA,US,NOT REQUIRED
2025/03/20,CAPUN WP*AL*K7,1,AL,US,IAP
2025/03/20,CAPUS INT*CA*K2,2,CA,US,IAP
2025/03/20,CAPUS WP*CA*K2,1,CA,US,IAP
2025/03/20,CARAV WP*MT*K1,1,MT,US,IAP
2025/03/20,CARBB INT*MO*K3,2,MO,US,IAP
2025/03/20,CARBB WP*MO*K3,1,MO,US,STAR
2025/03/20,CARBON VOR/DME*UT,1,UT,US,SID
2025/03/20,CARBON VOR/DME*UT,2,UT,US,IAP
2025/03/20,CARBON VOR/DME*UT,3,UT,US,IAP
2025/03/20,CARDO WP*SC*K7,1,SC,US,IAP
2025/03/20,CAREL INT*LA*K4,1,LA,US,IAP
2025/03/20,CAREW WP*ND*K3,1,ND,US,IAP
2025/03/20,CAREY INT*BAHAMAS*MY,1,,BS,ENROUTE HIGH
2025/03/20,CAREY INT*BAHAMAS*MY,1,,BS,ENROUTE LOW
2025/03/20,CAREY INT*BAHAMAS*MY,2,,BS,ENROUTE HIGH
2025/03/20,CAREY INT*BAHAMAS*MY,2,,BS,ENROUTE LOW
2025/03/20,CARGU WP*WY*K1,1,WY,US,IAP
2025/03/20,CARIF INT*CA*K2,1,CA,US,IAP
2025/03/20,CARIF INT*CA*K2,2,CA,US,IAP
2025/03/20,CARIF WP*CA*K2,3,CA,US,IAP
2025/03/20,CARIR INT*FL*K7,1,FL,US,IAP
2025/03/20,CARLETON VOR/DME*MI,1,MI,US,IAP
2025/03/20,CARLETON VOR/DME*MI,2,MI,US,IAP
2025/03/20,CARLETON VOR/DME*MI,3,MI,US,IAP
2025/03/20,CARLI INT*SC*K7,1,SC,US,ENROUTE LOW
2025/03/20,CARLO INT*GA*K7,1,GA,US,MILITARY IAP
2025/03/20,CARLSBAD VORTAC*NM,1,NM,US,IAP
2025/03/20,CARLSBAD VORTAC*NM,2,NM,US,IAP
2025/03/20,CARLZ INT*NM*K2,1,NM,US,NOT REQUIRED
2025/03/20,CARLZ INT*NM*K2,2,NM,US,NOT REQUIRED
2025/03/20,CARMEL VOR/DME*NY,1,NY,US,STAR
2025/03/20,CARMEL VOR/DME*NY,2,NY,US,IAP
2025/03/20,CARMS INT*AZ*K2,2,AZ,US,IAP
2025/03/20,CARMS WP*AZ*K2,1,AZ,US,IAP
2025/03/20,CARNU INT*FL*K7,1,FL,US,STAR
2025/03/20,CAROG WP*TX*K4,1,TX,US,SPECIAL IAP
2025/03/20,CAROM INT*CA*K2,1,CA,US,MILITARY IAP
2025/03/20,CAROM WP*CA*K2,2,CA,US,MILITARY IAP
2025/03/20,CAROO INT*OK*K4,1,OK,US,MILITARY IAP
2025/03/20,CAROO INT*OK*K4,2,OK,US,MILITARY IAP
2025/03/20,CARRO INT*WA*K1,1,WA,US,ENROUTE LOW
2025/03/20,CARRO INT*WA*K1,1,WA,US,SID
2025/03/20,CARRO INT*WA*K1,3,WA,US,IAP
2025/03/20,CARRO INT*WA*K1,3,WA,US,SID
2025/03/20,CARRO WP*WA*K1,2,WA,US,IAP
2025/03/20,CARROLLTON NDB*GA,1,GA,US,IAP
2025/03/20,CARROLLTON NDB*GA,2,GA,US,IAP
2025/03/20,CARTH WP*TX*K4,1,TX,US,IAP
2025/03/20,CARTR INT*UT*K2,1,UT,US,STAR
2025/03/20,CARTR WP*UT*K2,2,UT,US,STAR
2025/03/20,CARVR WP*IN*K5,1,IN,US,STAR
2025/03/20,CARYL INT*NJ*K6,2,NJ,US,IAP
2025/03/20,CARYL WP*NJ*K6,1,NJ,US,IAP
2025/03/20,CASAD INT*OH*K5,1,OH,US,MILITARY IAP
2025/03/20,CASANOVA VORTAC*VA,1,VA,US,IAP
2025/03/20,CASANOVA VORTAC*VA,2,VA,US,IAP
2025/03/20,CASANOVA VORTAC*VA,3,VA,US,IAP
2025/03/20,CASANOVA VORTAC*VA,4,VA,US,IAP
2025/03/20,CASDU WP*LA*K4,1,LA,US,IAP
2025/03/20,CASEE INT*VA*K6,2,VA,US,IAP
2025/03/20,CASEE WP*VA*K6,1,VA,US,IAP
2025/03/20,CASEL INT*AK*PA,1,AK,US,IAP
2025/03/20,CASHN WP*IL*K5,1,IL,US,STAR
2025/03/20,CASIP WP*IL*K5,1,IL,US,IAP
2025/03/20,CASIS WP*NC*K7,1,NC,US,IAP
2025/03/20,CASKO INT*MI*K5,1,MI,US,MILITARY IAP
2025/03/20,CASKO WP*MI*K5,2,MI,US,MILITARY IAP
2025/03/20,CASKU WP*MI*K5,1,MI,US,IAP
2025/03/20,CASNO INT*AK*PA,1,AK,US,IAP
2025/03/20,CASNO INT*AK*PA,1,AK,US,MILITARY IAP
2025/03/20,CASOT INT*TN*K7,1,TN,US,STAR
2025/03/20,CASOT WP*TN*K7,2,TN,US,STAR
2025/03/20,CASPO INT*CA*K2,1,CA,US,MILITARY IAP
2025/03/20,CASRA WP*CA*K2,1,CA,US,IAP
2025/03/20,CASSO INT*KS*K3,1,KS,US,AREA
2025/03/20,CASSY INT*WI*K5,1,WI,US,IAP
2025/03/20,CASSY WP*WI*K5,2,WI,US,IAP
2025/03/20,CASUK INT*ID*K1,1,ID,US,IAP
2025/03/20,CASVI INT*NJ*K6,1,NJ,US,ENROUTE LOW
2025/03/20,CATCH INT*IN*K5,2,IN,US,IAP
2025/03/20,CATCH LOM*IN,1,IN,US,IAP
2025/03/20,CATCS INT*LA*K4,1,LA,US,ENROUTE LOW
2025/03/20,CATEL WP*NC*K7,1,NC,US,MILITARY IAP
2025/03/20,CATHO WP*CA*K2,1,CA,US,IAP
2025/03/20,CATIM WP*CA*K2,1,CA,US,IAP
2025/03/20,CATKI WP*OK*K4,1,OK,US,IAP
2025/03/20,CATLI WP*MI*K5,1,MI,US,IAP
2025/03/20,CATLY INT*CA*K2,1,CA,US,IAP
2025/03/20,CATLY INT*CA*K2,3,CA,US,IAP
2025/03/20,CATLY WP*CA*K2,2,CA,US,IAP
2025/03/20,CATNU WP*NC*K7,1,NC,US,IAP
2025/03/20,CATOP INT*DE*K6,1,DE,US,MILITARY IAP
2025/03/20,CATOS INT*TX*K4,1,TX,US,IAP
2025/03/20,CATTT WP*TX*K4,1,TX,US,STAR
2025/03/20,CATUB WP*AK*PA,1,AK,US,IAP
2025/03/20,CATUM WP*MT*K1,1,MT,US,IAP
2025/03/20,CATUS WP*TX*K4,1,TX,US,SPECIAL IAP
2025/03/20,CATVO WP*LA*K4,1,LA,US,IAP
2025/03/20,CAUDE INT*TX*K4,1,TX,US,IAP
2025/03/20,CAUDE INT*TX*K4,1,TX,US,MILITARY IAP
2025/03/20,CAUDE WP*TX*K4,2,TX,US,IAP
2025/03/20,CAULD WP*MO*K3,1,MO,US,IAP
2025/03/20,CAVAS WP*KY*K5,1,KY,US,IAP
2025/03/20,CAVBU WP*MT*K1,1,MT,US,IAP
2025/03/20,CAVEB INT*GA*K7,1,GA,US,IAP
2025/03/20,CAVEB WP*GA*K7,2,GA,US,IAP
2025/03/20,CAVEM WP*KS*K3,1,KS,US,IAP
2025/03/20,CAVERNS NDB*VA,1,VA,US,IAP
2025/03/20,CAVIL INT*ME*K6,1,ME,US,IAP
2025/03/20,CAVIV WP*LA*K4,1,LA,US,IAP
2025/03/20,CAVKA WP*WI*K5,1,WI,US,IAP
2025/03/20,CAVLR WP*VA*K6,1,VA,US,STAR
2025/03/20,CAVTO WP*TN*K7,1,TN,US,IAP
2025/03/20,CAXEV WP*IN*K5,1,IN,US,IAP
2025/03/20,CAXOB WP*FL*K7,1,FL,US,IAP
2025/03/20,CAXOG WP*IN*K5,1,IN,US,IAP
2025/03/20,CAYAC INT*IL*K5,1,IL,US,IAP
2025/03/20,CAYOS INT*ME*K6,1,ME,US,NOT REQUIRED
2025/03/20,CAYRA WP*MO*K3,1,MO,US,IAP
2025/03/20,CAZBY INT*CA*K2,2,CA,US,IAP
2025/03/20,CAZBY WP*CA*K2,1,CA,US,IAP
2025/03/20,CAZZI INT*CA*K2,1,CA,US,MILITARY IAP
2025/03/20,CAZZI INT*CA*K2,2,CA,US,MILITARY IAP
2025/03/20,CAZZI WP*CA*K2,3,CA,US,MILITARY IAP
2025/03/20,CBEAV INT*MD*K6,1,MD,US,IAP
2025/03/20,CCADE INT*CA*K2,1,CA,US,IAP
2025/03/20,CCORN WP*OG*K,1,OG,US,ENROUTE HIGH
2025/03/20,CEBBA WP*NM*K2,1,NM,US,IAP
2025/03/20,CEBHY WP*IL*K5,1,IL,US,IAP
2025/03/20,CEBIX WP*KS*K3,1,KS,US,IAP
2025/03/20,CEBOS WP*MN*K3,1,MN,US,SPECIAL IAP
2025/03/20,CEBOT WP*MN*K3,1,MN,US,SPECIAL IAP
2025/03/20,CECAP WP*AL*K7,1,AL,US,IAP
2025/03/20,CECAV WP*AL*K7,1,AL,US,IAP
2025/03/20,CECGA INT*IN*K5,1,IN,US,IAP
2025/03/20,CECYA WP*ND*K3,1,ND,US,IAP
2025/03/20,CEDAP WP*ME*K6,1,ME,US,SPECIAL IAP
2025/03/20,CEDAR CREEK VORTAC*TX,1,TX,US,MILITARY STAR
2025/03/20,CEDAR CREEK VORTAC*TX,1,TX,US,STAR
2025/03/20,CEDAR LAKE VOR/DME*NJ,1,NJ,US,ENROUTE LOW
2025/03/20,CEDAR LAKE VOR/DME*NJ,2,NJ,US,NOT REQUIRED
2025/03/20,CEDAR LAKE VOR/DME*NJ,3,NJ,US,IAP
2025/03/20,CEDAR LAKE VOR/DME*NJ,4,NJ,US,IAP
2025/03/20,CEDAR LAKE VOR/DME*NJ,5,NJ,US,NOT REQUIRED
2025/03/20,CEDAR LAKE VOR/DME*NJ,6,NJ,US,NOT REQUIRED
2025/03/20,CEDAR NDB*GA,1,GA,US,IAP
2025/03/20,CEDAR RAPIDS VOR/DME*IA,1,IA,US,IAP
2025/03/20,CEDAR RAPIDS VOR/DME*IA,2,IA,US,IAP
2025/03/20,CEDAS WP*MS*K7,1,MS,US,IAP
2025/03/20,CEDES INT*CA*K2,1,CA,US,STAR
2025/03/20,CEDKA WP*MO*K3,1,MO,US,IAP
2025/03/20,CEDOG WP*AK*PA,1,AK,US,SPECIAL IAP
2025/03/20,CEDOS WP*MI*K5,1,MI,US,IAP
2025/03/20,CEDPA WP*MI*K5,1,MI,US,IAP
2025/03/20,CEDRE WP*AZ*K2,1,AZ,US,ENROUTE HIGH
2025/03/20,CEDUK INT*CO*K2,1,CO,US,IAP
2025/03/20,CEDUK INT*CO*K2,3,CO,US,IAP
2025/03/20,CEDUK WP*CO*K2,2,CO,US,IAP
2025/03/20,CEDUK WP*CO*K2,4,CO,US,IAP
2025/03/20,CEDVA WP*MO*K3,1,MO,US,IAP
2025/03/20,CEETE WP*OA*K,1,OA,US,ENROUTE HIGH
2025/03/20,CEETE WP*OA*K,1,OA,US,ENROUTE LOW
2025/03/20,CEFSY WP*PA*K6,1,PA,US,IAP
2025/03/20,CEGAC WP*SC*K7,1,SC,US,IAP
2025/03/20,CEGAD INT*NC*K7,1,NC,US,IAP
2025/03/20,CEGAS WP*KS*K3,1,KS,US,IAP
2025/03/20,CEGEE WP*MI*K5,1,MI,US,IAP
2025/03/20,CEGIT WP*NE*K3,1,NE,US,IAP
2025/03/20,CEGNU WP*IA*K3,1,IA,US,IAP
2025/03/20,CEGOT WP*AK*PA,1,AK,US,IAP
2025/03/20,CEGUK WP*GA*K7,1,GA,US,IAP
2025/03/20,CEGUR WP*BAHAMAS*MY,1,,BS,NOT REQUIRED
2025/03/20,CEGUT WP*TX*K4,1,TX,US,IAP
2025/03/20,CEGUV WP*LA*K4,1,LA,US,IAP
2025/03/20,CEJNO WP*FL*K7,1,FL,US,IAP
2025/03/20,CEKAC WP*NE*K3,1,NE,US,IAP
2025/03/20,CEKAN WP*NY*K6,1,NY,US,IAP
2025/03/20,CEKAP WP*OK*K4,1,OK,US,MILITARY IAP
2025/03/20,CEKBA WP*AK*PA,1,AK,US,IAP
2025/03/20,CEKIM WP*TN*K7,1,TN,US,MILITARY IAP
2025/03/20,CEKIR WP*TX*K4,1,TX,US,IAP
2025/03/20,CEKMU WP*MI*K5,1,MI,US,IAP
2025/03/20,CEKOB INT*HI*PH,1,HI,US,IAP
2025/03/20,CEKOB WP*HI*PH,2,HI,US,SPECIAL IAP
2025/03/20,CEKSA WP*MN*K3,1,MN,US,IAP
2025/03/20,CEKTA WP*AK*PA,1,AK,US,IAP
2025/03/20,CEKVO INT*NC*K7,1,NC,US,MILITARY IAP
2025/03/20,CELAC WP*PA*K6,1,PA,US,IAP
2025/03/20,CELAN WP*MA*K6,1,MA,US,SPECIAL IAP
2025/03/20,CELER WP*PA*K6,1,PA,US,IAP
2025/03/20,CELES WP*KY*K5,1,KY,US,IAP
2025/03/20,CELIB WP*OR*K1,1,OR,US,IAP
2025/03/20,CELIM INT*AS*P,1,AS,US,IAP
2025/03/20,CELIS INT*MN*K3,1,MN,US,IAP
2025/03/20,CELIS WP*MN*K3,2,MN,US,IAP
2025/03/20,CELLA INT*LA*K4,1,LA,US,MILITARY IAP
2025/03/20,CELRA WP*TX*K4,1,TX,US,IAP
2025/03/20,CELSY WP*PA*K6,1,PA,US,IAP
2025/03/20,CELTA WP*NE*K3,1,NE,US,IAP
2025/03/20,CELTC INT*TX*K4,1,TX,US,IAP
2025/03/20,CELTC WP*TX*K4,2,TX,US,IAP
2025/03/20,CELTS INT*MA*K6,1,MA,US,IAP
2025/03/20,CELTS INT*MA*K6,3,MA,US,IAP
2025/03/20,CELTS WP*MA*K6,2,MA,US,IAP
2025/03/20,CELUB WP*MI*K5,1,MI,US,IAP
2025/03/20,CELUR INT*TX*K4,1,TX,US,MILITARY IAP
2025/03/20,CEMAD WP*PA*K6,1,PA,US,SPECIAL IAP
2025/03/20,CEMAP WP*CO*K2,1,CO,US,IAP
2025/03/20,CEMBO INT*CA*K2,1,CA,US,IAP
2025/03/20,CEMBO INT*CA*K2,1,CA,US,MILITARY IAP
2025/03/20,CEMSA INT*GA*K7,1,GA,US,MILITARY IAP
2025/03/20,CEMUM WP*KY*K5,1,KY,US,NOT REQUIRED
2025/03/20,CEMVU WP*TN*K7,1,TN,US,IAP
2025/03/20,CENDU WP*AK*PA,1,AK,US,IAP
2025/03/20,CENOK WP*MS*K7,1,MS,US,IAP
2025/03/20,CENOP WP*TN*K7,1,TN,US,IAP
2025/03/20,CENSE INT*AK*PA,2,AK,US,NOT REQUIRED
2025/03/20,CENSE INT*AK*PA,3,AK,US,NOT REQUIRED
2025/03/20,CENTER POINT VORTAC*TX,1,TX,US,IAP
2025/03/20,CENTER POINT VORTAC*TX,2,TX,US,STAR
2025/03/20,CENTER POINT VORTAC*TX,3,TX,US,IAP
2025/03/20,CENTEX VORTAC*TX,1,TX,US,IAP
2025/03/20,CENTEX VORTAC*TX,2,TX,US,STAR
2025/03/20,CENTI INT*WI*K5,1,WI,US,IAP
2025/03/20,CENTRAL CITY VORTAC*KY,1,KY,US,IAP
2025/03/20,CENTRALIA VORTAC*IL,1,IL,US,IAP
2025/03/20,CENVA INT*GA*K7,1,GA,US,IAP
2025/03/20,CENVA WP*GA*K7,2,GA,US,IAP
2025/03/20,CEPAC WP*OK*K4,1,OK,US,IAP
2025/03/20,CEPDA WP*FL*K7,1,FL,US,IAP
2025/03/20,CEPET WP*AL*K7,1,AL,US,IAP
2025/03/20,CEPGA WP*KS*K3,1,KS,US,IAP
2025/03/20,CEPGI WP*WV*K6,1,WV,US,IAP
2025/03/20,CEPOG WP*NY*K6,1,NY,US,IAP
2025/03/20,CEPOL WP*SD*K3,1,SD,US,IAP
2025/03/20,CEPRO INT*TX*K4,2,TX,US,MILITARY IAP
2025/03/20,CEPRO WP*TX*K4,1,TX,US,MILITARY IAP
2025/03/20,CEPUL WP*MA*K6,1,MA,US,IAP
2025/03/20,CEPUT INT*IA*K3,1,IA,US,IAP
2025/03/20,CERBU WP*TX*K4,1,TX,US,IAP
2025/03/20,CERCY INT*AR*K4,2,AR,US,IAP
2025/03/20,CERCY LOM*AR,1,AR,US,IAP
2025/03/20,CERIG WP*WI*K5,1,WI,US,IAP
2025/03/20,CERKA WP*OK*K4,1,OK,US,IAP
2025/03/20,CERMO INT*FL*K7,1,FL,US,ENROUTE LOW
2025/03/20,CEROV WP*OK*K4,1,OK,US,MILITARY IAP
2025/03/20,CEROV WP*OK*K4,2,OK,US,MILITARY IAP
2025/03/20,CERPA WP*OK*K4,1,OK,US,MILITARY IAP
2025/03/20,CERTA WP*GA*K7,1,GA,US,IAP
2025/03/20,CERTO INT*WI*K5,1,WI,US,IAP
2025/03/20,CERVK WP*KS*K3,1,KS,US,IAP
2025/03/20,CESAC WP*NM*K2,1,NM,US,SPECIAL IAP
2025/03/20,CESDA WP*NM*K2,1,NM,US,IAP
2025/03/20,CESEP WP*AK*PA,1,AK,US,SPECIAL IAP
2025/03/20,CESGE WP*CANADA*CY,1,,CA,IAP
2025/03/20,CESIG WP*ID*K1,1,ID,US,IAP
2025/03/20,CESIS WP*MI*K5,1,MI,US,IAP
2025/03/20,CESMA WP*MS*K7,1,MS,US,IAP
2025/03/20,CESPI INT*WY*K1,1,WY,US,IAP
2025/03/20,CESRU WP*NM*K2,1,NM,US,IAP
2025/03/20,CESTO WP*KS*K3,1,KS,US,IAP
2025/03/20,CETBI WP*MT*K1,1,MT,US,IAP
2025/03/20,CETIK WP*AK*PA,1,AK,US,IAP
2025/03/20,CETIR WP*SC*K7,1,SC,US,SPECIAL IAP
2025/03/20,CETIS WP*ME*K6,1,ME,US,SPECIAL IAP
2025/03/20,CETLI WP*AR*K4,1,AR,US,MILITARY IAP
2025/03/20,CETPO WP*TN*K7,1,TN,US,IAP
2025/03/20,CETRA INT*WA*K1,1,WA,US,IAP
2025/03/20,CETRA WP*WA*K1,2,WA,US,IAP
2025/03/20,CETRU WP*IL*K5,1,IL,US,IAP
2025/03/20,CETUV WP*WA*K1,1,WA,US,IAP
2025/03/20,CEVAN WP*FL*K7,1,FL,US,SPECIAL IAP
2025/03/20,CEVAP INT*NV*K2,2,NV,US,IAP
2025/03/20,CEVAP WP*NV*K2,1,NV,US,IAP
2025/03/20,CEVAY INT*OH*K5,1,OH,US,IAP
2025/03/20,CEVBI WP*OR*K1,1,OR,US,IAP
2025/03/20,CEVEY WP*VT*K6,1,VT,US,IAP
2025/03/20,CEVIT WP*CA*K2,1,CA,US,IAP
2025/03/20,CEVKU WP*LA*K4,1,LA,US,IAP
2025/03/20,CEVLU INT*WI*K5,1,WI,US,IAP
2025/03/20,CEVNO WP*AK*PA,1,AK,US,SPECIAL IAP
2025/03/20,CEVOR WP*GA*K7,1,GA,US,IAP
2025/03/20,CEVYA WP*ND*K3,1,ND,US,IAP
2025/03/20,CEWUF WP*WI*K5,1,WI,US,IAP
2025/03/20,CEXAN WP*FL*K7,1,FL,US,NOT REQUIRED
2025/03/20,CEXAT WP*UT*K2,1,UT,US,IAP
2025/03/20,CEXIR WP*PA*K6,1,PA,US,IAP
2025/03/20,CEXIS WP*WI*K5,1,WI,US,IAP
2025/03/20,CEXUN WP*OR*K1,1,OR,US,IAP
2025/03/20,CEYAL WP*KS*K3,1,KS,US,IAP
2025/03/20,CEYAP WP*NY*K6,1,NY,US,MILITARY IAP
2025/03/20,CEYAR WP*TX*K4,1,TX,US,IAP
2025/03/20,CEZAR WP*OH*K5,1,OH,US,SPECIAL IAP
2025/03/20,CHACO INT*NM*K2,1,NM,US,ENROUTE LOW
2025/03/20,CHACO INT*NM*K2,1,NM,US,IAP
2025/03/20,CHADD WP*MO*K3,1,MO,US,IAP
2025/03/20,CHAGN WP*WA*K1,1,WA,US,SPECIAL IAP
2025/03/20,CHAIN INT*HI*PH,1,HI,US,SPECIAL IAP
2025/03/20,CHAKA INT*PR*TJ,1,PR,US,IAP
